name,date,wins,losses,draw,current_lose_streak,current_win_streak,avg_SIG_STR_landed,avg_SIG_STR_pct,avg_SUB_ATT,avg_TD_landed,avg_TD_pct,longest_win_streak,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_DoctoStoppage,age,Stance,winratio,location
Manvel Gamburyan,2016-11-19,6,8,0,1,0,19.35714286,0.435,0.571428571,2.142857143,0.333571429,2,32,1,0,0,3,0,3,0,35,Orthodox,0.42857142857142855,"Hollywood, CA USA"
Marc Diakiese,2020-07-18,5,3,0,0,2,2.86,0.37,0.0,2.5,0.4,3,21,0,0,0,3,2,0,0,27,Orthodox,0.625,Manchester Englad
Marcel Fortuna,2017-11-11,1,1,0,1,0,34.0,0.505,0.0,0.0,0.0,1,4,0,0,0,0,1,0,0,32,Orthodox,0.5,"Tubarao, Santa Catarina Brazil"
Marcelo Guimaraes,2016-03-05,2,1,0,0,1,62.66666667,0.523333333,0.0,1.666666667,0.163333333,1,8,0,0,2,0,0,0,0,32,Orthodox,0.6666666666666666,"Vitoria, Espirito Santo Brazil"
Marcin Held,2017-05-28,0,2,0,2,0,26.5,0.325,0.5,2.5,0.5,0,6,0,0,0,0,0,0,0,25,Orthodox,0.0,Tychy Poland
Marcin Tybura,2021-06-05,8,5,0,0,4,3.63,0.5,0.1,1.67,0.45,4,36,0,0,0,5,3,0,0,35,Orthodox,0.6153846153846154,Warszawa Poland
Marcio Alexandre Junior,2015-12-12,0,2,0,2,0,22.0,0.415,0.0,0.5,0.125,0,6,1,0,0,0,0,0,0,26,Southpaw,0.0,Florianopolis Brazil
Marco Beltran,2017-10-07,3,1,0,1,0,21.0,0.4025,0.25,0.5,0.3125,3,9,0,0,1,1,0,1,0,31,Orthodox,0.75,Mexico City Mexico
Marcos Rogerio de Lima,2021-05-08,6,6,0,1,0,3.24,0.54,0.6,1.14,0.66,2,18,0,0,0,1,4,1,0,35,Orthodox,0.5,Sao Paulo Brazil
Marcus Brimage,2014-11-07,3,2,0,2,0,52.4,0.33,0.0,0.6,0.4,3,13,0,0,1,2,0,0,0,29,Southpaw,0.6,"Coconut Creek, Florida USA"
Marion Reneau,2021-07-17,5,6,1,4,0,3.2,0.41,0.8,0.62,0.63,2,33,0,0,0,1,2,2,0,44,Orthodox,0.4166666666666667,"Visalia, California United States"
Mark Bocek,2012-11-17,7,4,0,0,2,23.45454545,0.417272727,1.090909091,3.0,0.569090909,3,25,0,0,0,3,0,4,0,31,Orthodox,0.6363636363636364,"Woodbridge, Ontario Canada"
Mark Eddiva,2016-03-19,1,2,0,2,0,45.0,0.456666667,0.0,1.333333333,0.133333333,1,8,0,0,0,1,0,0,0,30,Orthodox,0.3333333333333333,Baguio City Philippines
Mark Godbeer,2017-11-04,1,1,0,0,1,48.5,0.5,0.0,0.0,0.0,1,4,0,0,0,1,0,0,0,33,Orthodox,0.5,Bridgewater England
Mark Hunt,2018-12-01,8,9,0,2,0,27.05882353,0.417058824,0.058823529,0.411764706,0.2,4,43,1,0,0,1,7,0,0,44,Orthodox,0.47058823529411764,Sydney Australia
Mark Munoz,2015-05-16,8,6,0,3,0,25.64285714,0.380714286,0.357142857,1.357142857,0.218571429,4,27,0,0,1,3,4,0,0,37,Orthodox,0.5714285714285714,"Lake Forest, California USA"
Marlon Vera,2021-06-19,10,6,0,1,0,3.91,0.5,1.3,0.88,0.42,5,38,0,0,0,1,5,4,0,28,Switch,0.625,"Chone, Manabi Ecuador"
Martin Bravo,2019-09-21,1,2,0,2,0,7.66,0.39,0.0,2.6,0.35,1,6,0,0,0,0,1,0,0,26,Southpaw,0.3333333333333333,"Rosartio, Baja California Mexico"
Marvin Vettori,2021-06-12,7,2,1,0,5,3.88,0.43,0.7,2.24,0.47,5,30,0,0,0,5,0,2,0,27,Southpaw,0.7,Mezzocorona Italy
Maryna Moroz,2020-03-14,4,3,0,0,1,3.25,0.25,0.5,0.33,0.14,2,19,0,0,1,2,0,1,0,28,Orthodox,0.5714285714285714,Volnogorsk Ukraine
Masanori Kanehara,2016-01-02,1,1,0,1,0,28.0,0.5,1.0,1.0,0.25,1,6,0,0,0,1,0,0,0,33,Orthodox,0.5,Japan
Masio Fullen,2016-01-30,1,1,0,1,0,21.0,0.65,0.0,0.5,0.25,1,4,0,0,1,0,0,0,0,29,Orthodox,0.5,"San Diego, California USA"
Matheus Nicolau,2021-03-13,3,1,0,1,0,3.79,0.52,1.4,1.93,0.44,3,10,0,0,1,1,0,1,0,28,Orthodox,0.75,Rio de Janerio Brazil
Mats Nilsson,2015-01-03,0,1,0,1,0,25.0,0.44,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,31,Orthodox,0.0,Copenhagen Denmark
Matt Brown,2021-06-19,15,12,0,2,0,3.68,0.54,1.4,1.52,0.44,7,61,0,0,0,2,11,2,0,40,Orthodox,0.5555555555555556,"Denver, Colorado USA"
Matt Dwyer,2015-07-15,1,1,0,0,1,6.5,0.175,0.0,0.0,0.0,1,2,0,0,0,0,1,0,0,25,Orthodox,0.5,"Kelowna, BC Canada"
Matt Hobar,2014-12-06,1,1,0,0,1,35.0,0.44,0.0,3.0,0.33,1,4,0,0,0,1,0,0,0,27,Southpaw,0.5,"Dallas, TX USA"
Matt Mitrione,2016-01-17,9,4,0,1,0,22.0,0.540769231,0.307692308,0.0,0.0,5,20,0,0,0,1,8,0,0,37,Switch,0.6923076923076923,"Indianapolis, Indiana USA"
Matt Schnell,2021-05-15,5,3,0,0,1,4.23,0.38,1.0,0.39,0.33,4,14,0,0,2,1,0,2,0,31,Orthodox,0.625,"Coconut Creek, Florida USA"
Matt Van Buren,2015-01-18,0,1,0,1,0,2.0,0.2,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,28,Orthodox,0.0,"Chula Vista, California USA"
Matt Wiman,2020-12-05,10,7,0,2,0,3.18,0.5,1.5,2.14,0.37,4,39,0,0,0,5,2,3,0,37,Orthodox,0.5882352941176471,"Arvada, Colorado USA"
Matthew Lopez,2018-12-08,2,3,0,2,0,28.6,0.536,1.0,2.2,0.7,2,12,0,0,0,1,1,0,0,31,Southpaw,0.4,"Lake Forest, California USA"
Mauricio Rua,2020-11-21,27,11,1,0,2,3.63,0.5,0.8,2.17,0.48,8,79,3,0,2,3,21,1,0,38,Orthodox,0.6923076923076923,Curitiba Brazil
Max Griffin,2021-07-10,5,6,0,0,2,4.35,0.49,0.4,1.63,0.53,2,29,0,1,0,1,3,0,0,35,Orthodox,0.45454545454545453,"Sacramento, California USA"
Max Holloway,2021-01-16,17,6,0,2,0,6.47,0.44,0.4,0.22,0.83,13,70,8,0,1,5,9,2,0,29,Orthodox,0.7391304347826086,"Waianae, Hawaii USA"
Maximo Blanco,2016-09-17,4,4,0,1,0,41.375,0.46625,0.25,1.375,0.46625,3,18,0,0,0,3,1,0,0,32,Orthodox,0.5,Tokyo Japan
Mehdi Baghdad,2016-07-07,0,1,0,1,0,1.0,0.2,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,31,Orthodox,0.0,"Los Angeles, California USA"
Melvin Guillard,2014-03-08,12,9,0,1,0,20.28571429,0.41,0.095238095,0.666666667,0.297619048,5,35,0,0,2,2,7,0,1,30,Orthodox,0.5714285714285714,"Coconut Creek, FL USA"
Michael Bisping,2017-11-25,20,8,0,1,0,55.71428571,0.383214286,0.178571429,0.928571429,0.238571429,5,78,4,0,2,8,10,0,0,38,Orthodox,0.7142857142857143,Manchester England
Michael Chiesa,2021-08-07,11,4,0,0,4,1.87,0.4,1.1,3.62,0.53,4,35,0,0,0,5,0,6,0,33,Southpaw,0.7333333333333333,"Spokane Valley, Washington USA"
Michael Graves,2016-04-16,1,0,0,0,1,27.0,0.6,0.0,7.0,0.7,1,3,0,0,0,1,0,0,0,25,Orthodox,1.0,"Coconut Creek, FL USA"
Michael Johnson,2021-02-06,11,12,0,3,0,4.23,0.38,0.1,0.51,0.45,4,58,0,0,1,6,4,0,0,34,Southpaw,0.4782608695652174,"Boca Raton, Florida United States"
Michael McBride,2017-04-22,0,1,0,1,0,16.0,0.51,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,31,Orthodox,0.0,"Webster City, Iowa United States"
Michael McDonald,2016-07-13,6,2,0,0,1,25.25,0.41,0.875,0.75,0.1875,4,18,1,0,1,1,2,2,0,25,Orthodox,0.75,"Modesto, California USA"
Michel Prazeres,2021-06-26,10,3,0,1,0,2.44,0.47,0.6,4.11,0.36,8,35,0,0,3,4,0,3,0,39,Orthodox,0.7692307692307693,"Belem, Para Brazil"
Michelle Waterson,2021-05-08,8,4,0,0,1,3.57,0.48,0.8,1.4,0.32,4,36,0,0,2,2,0,4,0,35,Orthodox,0.6666666666666666,"Albuquerque, NM USA"
Michinori Tanaka,2016-09-24,2,1,0,0,1,33.33333333,0.406666667,0.333333333,3.0,0.526666667,1,9,0,0,1,1,0,0,0,25,Orthodox,0.6666666666666666,Kanagawa Japan
Mickael Lebout,2015-10-24,1,1,0,0,1,45.0,0.46,0.0,0.0,0.0,1,6,0,0,0,1,0,0,0,28,Orthodox,0.5,Paris France
Mickey Gall,2021-07-24,5,3,0,1,0,2.6,0.46,2.4,1.32,0.28,3,16,0,0,0,1,0,4,0,29,Switch,0.625,"Green Brook, New Jersey USA"
Miesha Tate,2021-07-17,11,6,0,2,0,2.13,0.42,1.5,2.16,0.32,5,48,3,1,0,6,0,4,0,34,Orthodox,0.6470588235294118,"Las Vegas, Nevada United States"
Mike Easton,2014-06-14,3,3,0,3,0,51.5,0.371666667,0.0,0.833333333,0.2,3,17,0,1,0,1,1,0,0,30,Southpaw,0.5,"Camp Springs, MD USA"
Mike Jackson,2018-06-09,0,1,0,1,0,3.0,0.5,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,33,Orthodox,0.0,"Houston, Texas USA"
Mike Perry,2021-04-10,7,7,0,1,0,4.32,0.47,0.2,0.81,0.4,2,33,0,0,1,2,4,0,0,29,Orthodox,0.5,"Orlando, Florida USA"
Mike Pierce,2015-12-11,9,4,0,1,0,30.76923077,0.456923077,0.230769231,2.384615385,0.388461538,4,34,0,0,1,4,3,1,0,35,Orthodox,0.6923076923076923,"Portland, OR USA"
Mike Pyle,2018-03-03,10,8,0,2,0,21.05555556,0.385,0.777777778,0.888888889,0.210555556,4,36,0,0,1,2,5,2,0,42,Orthodox,0.5555555555555556,"Las Vegas, Nevada USA"
Mike Rhodes,2014-12-20,0,2,0,2,0,49.0,0.4,0.5,1.0,0.25,0,6,0,0,0,0,0,0,0,25,Orthodox,0.0,"Milwaukee, Wisconsin USA"
Mike Rio,2014-01-25,1,2,0,2,0,13.0,0.463333333,0.333333333,1.666666667,0.23,1,5,0,0,0,0,0,1,0,32,Orthodox,0.3333333333333333,"Miami, FL USA"
Mike Swick,2015-07-11,10,4,0,1,0,19.14285714,0.44,0.357142857,0.571428571,0.315714286,5,28,0,1,0,2,5,2,0,36,Orthodox,0.7142857142857143,Phuket Thailand
Mike Wilkinson,2016-02-27,2,1,0,0,1,21.33333333,0.576666667,0.0,0.666666667,0.36,1,5,0,0,0,1,1,0,0,28,Orthodox,0.6666666666666666,"Leigh, Lancashire England"
Mike de la Torre,2017-04-08,2,4,0,1,0,22.16666667,0.401666667,0.0,0.166666667,0.083333333,1,10,0,0,1,0,1,0,0,30,Orthodox,0.3333333333333333,"Glendale, Arizona United States"
Milana Dudieva,2016-11-19,1,1,0,1,0,5.5,0.15,0.0,1.5,0.45,1,4,0,0,1,0,0,0,0,27,Orthodox,0.5,Alagir Russia
Minotauro Nogueira,2015-08-01,5,5,0,2,0,20.5,0.378,1.0,0.7,0.131,2,19,2,0,0,2,1,2,0,39,Orthodox,0.5,Rio de Janeiro Brazil
Mirko Cro Cop,2015-04-11,4,6,0,3,0,21.5,0.436,0.3,0.2,0.2,2,23,0,0,0,0,2,1,1,40,Southpaw,0.4,Zagreb Croatia
Mirsad Bektic,2020-09-19,6,3,0,2,0,2.59,0.41,0.5,3.32,0.47,4,20,0,1,1,1,2,1,0,29,Orthodox,0.6666666666666666,"Coconut Creek, Florida United States"
Misha Cirkunov,2021-10-02,6,4,0,1,0,3.77,0.49,1.7,4.48,0.44,4,13,0,0,0,0,1,5,0,34,Orthodox,0.6,"Toronto, Ontario Canada"
Mitch Clarke,2017-09-09,2,4,0,2,0,23.0,0.321666667,0.333333333,0.5,0.061666667,2,14,0,0,0,1,0,1,0,31,Orthodox,0.3333333333333333,"Edmonton, Alberta Canada"
Mitch Gagnon,2016-12-10,4,2,0,1,0,28.16666667,0.435,1.333333333,0.833333333,0.31,4,12,0,0,0,1,0,3,0,32,Southpaw,0.6666666666666666,"Sudbury, Ontario Canada"
Mizuto Hirota,2018-12-01,1,5,0,2,0,58.0,0.38,0.0,1.5,0.375,1,18,0,0,0,1,0,0,0,37,Orthodox,0.16666666666666666,Tokyo Japan
Myles Jury,2019-02-17,8,3,0,1,0,22.81818182,0.366363636,0.181818182,1.454545455,0.450909091,6,22,0,0,1,3,3,1,0,30,Orthodox,0.7272727272727273,"Gilbert, Arizona USA"
Nam Phan,2014-03-01,2,5,0,2,0,83.28571429,0.361428571,0.142857143,0.142857143,0.142857143,1,21,0,0,1,1,0,0,0,30,Orthodox,0.2857142857142857,"Little Saigon, CA USA"
Naoyuki Kotani,2015-09-26,0,4,0,4,0,8.5,0.2775,0.75,0.5,0.375,0,9,0,0,0,0,0,0,0,33,Southpaw,0.0,Kanagawa Japan
Nate Diaz,2021-06-12,19,11,0,1,0,4.51,0.45,1.3,1.1,0.3,5,72,1,0,1,3,4,11,0,36,Southpaw,0.6333333333333333,"Stockton, California USA"
Nate Marquardt,2017-11-11,13,11,0,2,0,24.95833333,0.51875,0.583333333,1.375,0.45625,4,51,1,0,0,4,6,3,0,38,Orthodox,0.5416666666666666,"Denver, Colorado USA"
Nathan Coy,2017-04-15,1,1,0,0,1,24.0,0.365,0.0,2.0,0.8,1,4,0,0,0,1,0,0,0,38,Southpaw,0.5,"Coconut Creek, FL USA"
Neil Magny,2021-05-08,17,7,0,1,0,3.67,0.46,0.3,2.44,0.42,7,66,0,0,1,10,5,1,0,33,Orthodox,0.7083333333333334,"Denver, Colorado USA"
Neil Seery,2017-07-16,3,3,0,1,0,43.66666667,0.406666667,1.666666667,0.833333333,0.288333333,2,17,0,0,0,2,0,1,0,37,Orthodox,0.5,Dublin Ireland
Nick Catone,2014-02-01,3,4,0,2,0,23.57142857,0.515714286,0.428571429,2.571428571,0.544285714,2,18,0,0,1,1,0,1,0,32,Southpaw,0.42857142857142855,"Brick, NJ USA"
Nick Diaz,2021-09-25,19,7,0,2,0,5.71,0.42,1.0,1.28,0.32,11,70,2,0,1,2,10,6,0,38,Southpaw,0.7307692307692307,"Stockton, California USA"
Nick Hein,2019-06-01,4,3,0,2,0,34.14285714,0.317142857,0.0,0.714285714,0.151428571,3,19,0,0,0,4,0,0,0,35,Southpaw,0.5714285714285714,Cologne Germany
Nico Musoke,2017-05-28,3,2,0,1,0,45.6,0.398,0.2,1.0,0.346,2,13,0,0,0,2,0,1,0,31,Orthodox,0.6,Stockholm Sweden
Nicolas Dalby,2021-06-26,3,2,1,0,2,3.2,0.37,0.0,1.45,0.33,2,19,0,0,1,2,0,0,0,36,Orthodox,0.5,Copenhagen Denmark
Nik Lentz,2021-01-23,14,8,1,2,0,3.46,0.48,1.2,3.41,0.33,4,64,0,0,2,7,3,2,0,36,Orthodox,0.6086956521739131,"Coconut Creek, Florida United States"
Nikita Krylov,2021-02-27,8,5,0,0,1,4.33,0.56,1.3,1.34,0.33,5,23,0,0,0,1,3,4,0,28,Orthodox,0.6153846153846154,Donetsk Ukraine
Niklas Backstrom,2015-06-20,1,1,0,1,0,6.0,0.495,1.0,0.0,0.0,1,2,0,0,0,0,0,1,0,25,Orthodox,0.5,Stockholm Sweden
Niko Price,2021-10-02,6,5,0,2,0,5.16,0.42,0.8,0.79,0.22,2,24,0,0,0,0,4,2,0,32,Orthodox,0.5454545454545454,"Cape Coral, Florida United States"
Nina Ansaroff,2019-06-08,4,2,0,0,4,75.16666667,0.47,0.666666667,0.333333333,0.25,4,18,0,0,0,3,0,1,0,33,Orthodox,0.6666666666666666,"Weston, FL USA"
Ning Guangyou,2016-11-26,2,1,0,1,0,33.33333333,0.403333333,0.333333333,1.333333333,0.553333333,2,8,1,0,0,1,1,0,0,34,Southpaw,0.6666666666666666,Beijing China
Noad Lahat,2016-02-06,2,1,0,0,2,33.0,0.466666667,1.0,1.666666667,0.186666667,2,7,0,1,0,1,0,0,0,31,Orthodox,0.6666666666666666,"San Jose, California USA"
Nolan Ticman,2015-05-16,0,1,0,1,0,25.0,0.47,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,26,Orthodox,0.0,"Huntington Beach, California USA"
Nordine Taleb,2019-09-07,7,4,0,0,1,3.66,0.51,0.0,1.94,0.76,3,26,0,0,1,4,2,0,0,38,Orthodox,0.6363636363636364,"Montreal, Quebec Canada"
Norifumi Yamamoto,2012-02-25,0,2,0,2,0,15.5,0.385,0.0,0.5,0.125,0,6,0,0,0,0,0,0,0,34,Southpaw,0.0,Tokyo Japan
Norman Parke,2016-02-27,5,3,0,0,1,47.125,0.36,0.0,2.0,0.4125,3,23,1,0,0,4,1,0,0,29,Southpaw,0.625,Bushmills Northern Ireland
Olivier Aubin-Mercier,2019-07-27,7,4,0,2,0,2.48,0.51,0.5,2.36,0.33,4,29,0,0,1,1,1,4,0,30,Southpaw,0.6363636363636364,"Montreal, Quebec Canada"
Oluwale Bamgbose,2017-12-16,1,3,0,2,0,17.0,0.475,0.0,0.5,0.1,1,7,0,0,0,0,1,0,0,30,Switch,0.25,"New York, New York United States"
Omari Akhmedov,2021-07-10,9,4,1,0,1,2.97,0.34,0.2,2.58,0.45,3,35,0,0,1,5,2,1,0,33,Orthodox,0.6428571428571429,Makhachkala Russia
Ovince Saint Preux,2021-06-26,19,11,0,1,0,2.68,0.46,0.6,1.19,0.4,5,69,1,1,0,4,9,5,0,38,Southpaw,0.6333333333333333,"Knoxville, Tennessee United States"
Paddy Holohan,2015-10-24,3,1,0,0,2,26.5,0.46,1.25,1.75,0.395,2,10,0,0,0,2,0,1,0,27,Orthodox,0.75,"Tallaght, Dublin Ireland"
Paige VanZant,2020-07-11,5,3,0,0,1,3.4,0.52,1.0,1.31,0.33,3,22,0,0,0,1,2,2,0,26,Orthodox,0.625,"Sacramento, California USA"
Pat Healy,2014-07-16,0,5,0,5,0,40.2,0.38,0.4,1.8,0.214,0,13,0,0,0,0,0,0,0,30,Orthodox,0.0,"Portland, OR USA"
Patrick Cote,2017-04-08,10,10,0,1,0,30.9,0.4615,0.2,0.5,0.133,4,50,2,0,1,4,4,0,0,37,Orthodox,0.5,"Montreal, Quebec Canada"
Patrick Cummins,2019-05-18,6,6,0,2,0,39.66666667,0.495833333,0.083333333,2.833333333,0.3025,3,26,0,0,1,3,2,0,0,38,Orthodox,0.5,"Dana Point, California USA"
Patrick Walsh,2015-02-14,1,0,0,0,1,11.0,0.45,3.0,5.0,0.71,1,3,0,0,0,1,0,0,0,26,Southpaw,1.0,"Stoughton, Massachusetts USA"
Patrick Williams,2018-04-14,1,2,0,1,0,17.66666667,0.466666667,0.333333333,1.333333333,0.386666667,1,5,0,0,0,0,0,1,0,36,Orthodox,0.3333333333333333,"Homestead, Florida USA"
Paul Craig,2021-06-12,6,4,1,0,3,2.59,0.51,1.9,2.06,0.25,2,21,0,0,0,0,1,5,0,33,Orthodox,0.5454545454545454,Coatbridge Scotland
Paul Felder,2020-11-14,9,5,0,1,0,3.67,0.43,0.2,0.25,0.25,3,38,0,0,2,2,4,1,0,36,Orthodox,0.6428571428571429,"Philadelphia, Pennsylvania United States"
Paul Redmond,2015-07-18,0,1,0,1,0,2.0,0.28,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,28,Orthodox,0.0,Dublin Ireland
Paulo Thiago,2014-09-13,5,7,0,2,0,18.16666667,0.345,1.0,1.166666667,0.256666667,2,29,0,0,0,3,1,1,0,33,Orthodox,0.4166666666666667,Brasilia Brazil
Pawel Pawlak,2015-07-18,1,1,0,0,1,25.5,0.375,0.0,1.5,0.375,1,6,0,0,0,1,0,0,0,26,Orthodox,0.5,Lodz Poland
Pedro Munhoz,2021-08-07,9,5,0,0,1,5.55,0.43,0.7,0.62,0.21,4,34,0,0,0,3,3,3,0,34,Orthodox,0.6428571428571429,"Los Angeles, CA USA"
Peter Sobotta,2020-07-25,4,5,0,1,0,2.17,0.39,0.6,1.76,0.35,2,22,0,0,0,2,1,1,0,33,Southpaw,0.4444444444444444,"Au, Balingen Germany"
Phil Davis,2015-01-24,9,3,0,0,1,37.5,0.408333333,0.5,2.583333333,0.400833333,5,32,0,0,0,6,0,3,0,30,Orthodox,0.75,"San Diego, California USA"
Phil Harris,2014-07-19,1,3,0,2,0,15.0,0.375,0.0,0.75,0.415,1,7,0,0,0,1,0,0,0,30,Orthodox,0.25,Portsmouth England
Phillipe Nover,2017-02-11,1,5,0,2,0,18.83333333,0.34,0.666666667,1.0,0.083333333,1,16,1,0,1,0,0,0,0,33,Orthodox,0.16666666666666666,"Brooklyn, New York United States"
Piotr Hallmann,2015-11-07,2,3,0,2,0,49.0,0.472,0.4,2.2,0.47,1,13,0,0,0,0,0,2,0,28,Orthodox,0.4,Gdynia Poland
Polo Reyes,2019-02-23,4,1,0,0,1,45.8,0.382,0.0,0.0,0.0,3,9,0,0,1,0,3,0,0,34,Orthodox,0.8,"Tepic, Nayarit Mexico"
Rafael Dos Anjos,2020-11-14,18,11,0,2,0,3.47,0.45,0.6,1.82,0.39,5,86,4,0,0,10,4,4,0,36,Southpaw,0.6206896551724138,Rio de Janeiro Brazil
Rafael Feijao,2016-02-06,1,3,0,2,0,18.25,0.4825,0.0,0.0,0.0,1,8,0,0,0,0,1,0,0,35,Orthodox,0.25,Rio de Janeiro Brazil
Rafael Natal,2016-11-12,9,6,0,1,0,42.46666667,0.481333333,0.466666667,2.4,0.290666667,4,42,0,0,2,5,1,1,0,33,Orthodox,0.6,"New York, New York USA"
Rafaello Oliveira,2014-02-22,2,5,0,1,0,26.28571429,0.381428571,1.285714286,2.0,0.284285714,1,18,0,0,0,2,0,0,0,32,Orthodox,0.2857142857142857,"Whippany, NJ USA"
Rampage Jackson,2015-04-25,7,5,0,3,0,34.58333333,0.4575,0.0,0.5,0.214166667,3,36,4,0,1,3,3,0,0,36,Orthodox,0.5833333333333334,"Irvine, CA USA"
Ramsey Nijem,2014-08-30,5,3,0,0,2,26.375,0.3725,0.75,2.75,0.57625,3,15,1,0,0,3,2,0,0,26,Orthodox,0.625,"San Francisco, CA USA"
Randa Markos,2021-05-01,6,9,1,3,0,2.87,0.42,0.2,1.2,0.28,1,42,0,0,2,3,0,1,0,35,Orthodox,0.375,"Windsor, Ontario Canada"
Randy Brown,2021-04-24,6,4,0,1,0,3.72,0.47,0.7,0.98,0.46,2,25,0,0,0,2,2,2,0,30,Orthodox,0.6,"Queens, New York United States"
Rani Yahya,2021-03-13,15,7,1,1,0,1.57,0.37,2.0,2.89,0.33,4,55,0,0,1,4,0,10,0,36,Orthodox,0.6521739130434783,Brasilia Brazil
Raphael Assuncao,2020-06-06,14,6,0,2,0,3.32,0.41,0.3,1.54,0.38,7,54,0,0,4,7,2,1,0,37,Orthodox,0.7,"Alpharetta, Georgia  USA"
Raquel Pennington,2021-09-18,8,5,0,0,1,3.59,0.49,0.7,1.11,0.28,4,38,1,0,2,4,0,2,0,33,Orthodox,0.6153846153846154,"Colorado Spring, Colorado United States"
Rashad Evans,2018-06-09,14,8,0,4,0,27.86363636,0.387272727,0.0,2.409090909,0.349090909,5,61,4,1,4,3,6,0,0,38,Orthodox,0.6363636363636364,"Boca Raton, Florida United States"
Rashid Magomedov,2017-04-15,4,1,0,1,0,64.2,0.53,0.2,0.8,0.4,4,15,0,0,0,3,1,0,0,32,Orthodox,0.8,Dagestan Russia
Ray Borg,2020-05-13,7,4,0,0,2,1.36,0.52,1.1,4.26,0.51,3,33,1,0,0,5,0,2,0,26,Orthodox,0.6363636363636364,"Albuquerque, New Mexico United States"
Reginaldo Vieira,2016-07-07,1,0,0,0,1,59.0,0.56,2.0,0.0,0.0,1,3,1,0,0,1,0,0,0,33,Orthodox,1.0,Sao Paulo Brazil
Renan Barao,2019-02-17,9,6,0,3,0,54.93333333,0.379333333,0.333333333,1.466666667,0.282,7,46,6,0,0,4,2,3,0,32,Orthodox,0.6,Rio de Janeiro Brazil
Renato Moicano,2021-06-26,6,4,0,1,0,5.4,0.46,0.6,1.28,0.53,3,20,0,0,2,1,0,3,0,32,Orthodox,0.6,Brasilia Brazil
Renee Forte,2013-09-21,1,1,0,0,1,36.5,0.365,0.0,1.0,0.33,1,6,0,0,0,1,0,0,0,26,Orthodox,0.5,"Fortaleza, Ceara Brazil"
Reza Madadi,2017-05-28,3,3,0,1,0,33.33333333,0.566666667,0.5,2.333333333,0.428333333,1,17,0,0,0,0,1,2,0,38,Orthodox,0.5,Stockholm Sweden
Ricardo Abreu,2015-06-06,1,0,0,0,1,33.0,0.32,1.0,0.0,0.0,1,2,0,0,0,0,0,1,0,31,Orthodox,1.0,"Huntington Beach, California USA"
Ricardo Lamas,2020-08-29,14,8,0,1,0,2.88,0.45,1.0,1.63,0.32,4,48,1,0,0,6,5,3,0,38,Orthodox,0.6363636363636364,"Chicago, Illinois USA"
Ricardo Ramos,2021-05-22,5,2,0,1,0,3.1,0.41,0.7,3.08,0.58,3,15,0,0,1,2,1,1,0,25,Orthodox,0.7142857142857143,"Campinas, Sao Paulo Brazil"
Richard Walsh,2016-11-26,2,3,0,1,0,55.8,0.506,0.0,1.2,0.176,1,13,0,0,0,2,0,0,0,27,Orthodox,0.4,"North Shore , Sydney Australia"
Richardson Moreira,2015-01-31,0,1,0,1,0,3.0,0.75,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,30,Orthodox,0.0,Rio de Janeiro Brazil
Richie Vaculik,2015-11-14,1,2,0,1,0,34.33333333,0.446666667,1.0,2.0,0.42,1,7,0,0,0,1,0,0,0,32,Orthodox,0.3333333333333333,"Marouba Beach, Sydney Australia"
Rick Glenn,2018-07-14,2,2,0,1,0,66.5,0.3925,0.25,1.0,0.1425,2,12,0,0,1,1,0,0,0,29,Southpaw,0.5,"Milwuakee, Wisconsin United States"
Rick Story,2016-08-20,12,6,0,0,3,49.11111111,0.427222222,0.777777778,2.166666667,0.567777778,6,49,0,0,3,5,2,2,0,31,Southpaw,0.6666666666666666,"Vancouver, Washington USA"
Rin Nakai,2016-03-19,0,1,0,1,0,16.0,0.34,0.0,3.0,0.15,0,3,0,0,0,0,0,0,0,29,Orthodox,0.0,Ehime Japan
Roan Carneiro,2017-02-11,4,4,0,0,1,14.25,0.445,1.125,2.25,0.42,1,17,0,0,1,1,1,1,0,38,Orthodox,0.5,"Atlanta, Georgia United States"
Rob Font,2021-05-22,8,3,0,0,3,5.58,0.43,0.6,1.2,0.4,3,22,0,0,0,2,5,1,0,33,Orthodox,0.7272727272727273,"Woburn, Massachusetts USA"
Rob Whiteford,2016-04-10,2,2,0,1,0,21.0,0.4875,0.0,1.5,0.3375,2,9,0,0,0,1,1,0,0,32,Southpaw,0.5,Glasgow Scotland
Robbie Lawler,2021-09-25,19,14,0,4,0,3.73,0.46,0.0,0.66,0.64,5,91,5,0,3,4,12,0,0,39,Southpaw,0.5757575757575758,"Coconut Creek, Florida USA"
Robert Peralta,2015-04-04,4,3,0,1,0,39.71428571,0.391428571,0.0,0.571428571,0.428571429,2,17,0,0,1,1,2,0,0,29,Orthodox,0.5714285714285714,"Escondido, California USA"
