name,date,wins,losses,draw,current_lose_streak,current_win_streak,avg_SIG_STR_landed,avg_SIG_STR_pct,avg_SUB_ATT,avg_TD_landed,avg_TD_pct,longest_win_streak,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_DoctoStoppage,age,Stance,winratio,location
Aaron Phillips,2020-07-15,0,2,0,2,0,1.87,0.59,0.5,0.0,0.0,0,6,0,0,0,0,0,0,0,30,Southpaw,0.0,"Lafayette, LA USA"
Abdul Razak Alhassan,2021-08-28,4,4,0,3,0,3.71,0.48,0.0,0.53,0.28,3,14,0,0,0,0,4,0,0,36,Orthodox,0.5,"Fort Worth, Texas United States"
Abel Trujillo,2017-12-16,6,4,0,1,0,24.4,0.372,0.3,1.4,0.543,3,21,0,0,0,1,3,1,0,34,Orthodox,0.6,"Boca Raton, Florida United States"
Adam Milstead,2018-12-15,1,2,0,2,0,39.0,0.643333333,0.0,0.0,0.0,1,7,0,0,0,0,1,0,0,31,Orthodox,0.3333333333333333,"Pittsburgh, Pennsylvania United States"
Adriano Martins,2017-09-09,4,2,0,1,0,14.5,0.443333333,0.166666667,0.666666667,0.291666667,3,11,0,0,1,0,2,1,0,34,Southpaw,0.6666666666666666,"Manaus, Amazonas Brazil"
Aiemann Zahabi,2021-02-20,2,2,0,0,1,2.82,0.4,0.0,0.33,0.16,1,1,0,0,0,0,0,0,0,33,Orthodox,0.5,"Montreal, Quebec Canada"
Aisling Daly,2015-10-24,1,1,0,1,0,21.5,0.51,1.0,1.5,0.45,1,4,0,0,0,0,0,1,0,27,Switch,0.5,Dublin Ireland
Akbarh Arreola,2015-11-14,1,2,0,1,0,25.33333333,0.44,0.333333333,1.0,0.666666667,1,7,0,0,0,0,0,1,0,32,Southpaw,0.3333333333333333,"Tijuana, Baja California Mexico"
Akira Corassani,2015-01-24,3,2,0,2,0,25.8,0.452,0.0,0.4,0.066,3,10,0,0,1,1,0,0,0,32,Orthodox,0.6,"Brooklyn, New York USA"
Al Iaquinta,2019-10-05,9,4,0,1,0,4.06,0.4,0.2,0.64,0.18,5,38,1,0,1,4,4,0,0,32,Orthodox,0.6923076923076923,"Wantagh, New York USA"
Alan Jouban,2020-11-21,7,5,0,1,0,4.85,0.5,0.0,0.59,0.5,3,24,0,0,0,3,4,0,0,38,Southpaw,0.5833333333333334,"Los Angeles, California United States"
Alan Patrick,2020-09-12,5,2,0,1,0,1.88,0.43,0.4,3.92,0.4,3,18,0,0,0,4,1,0,0,37,Southpaw,0.7142857142857143,Rio de Janeiro Brazil
Albert Morales,2017-07-16,1,2,0,0,1,51.0,0.333333333,0.0,0.666666667,0.276666667,1,8,0,0,1,0,0,0,0,26,Orthodox,0.3333333333333333,"Reseda, California United States"
Albert Tumenov,2016-10-08,5,2,0,1,0,35.28571429,0.414285714,0.0,0.142857143,0.142857143,5,14,0,0,1,1,3,0,0,24,Orthodox,0.7142857142857143,"Fairfield, New Jersey USA"
Alberto Mina,2018-05-12,3,0,0,0,3,39.66666667,0.466666667,0.0,1.333333333,0.376666667,3,6,0,0,1,0,2,0,0,36,Orthodox,1.0,Hong Kong China
Alejandro Perez,2021-10-02,7,3,1,2,0,3.45,0.35,0.4,0.61,0.23,4,25,0,0,1,3,3,0,0,32,Orthodox,0.6363636363636364,"San Jose, California USA"
Aleksei Oleinik,2021-06-19,8,6,0,2,0,3.55,0.5,2.2,2.16,0.46,2,22,0,0,1,0,1,6,0,43,Orthodox,0.5714285714285714,Moscow Russia
Alessandro Ricci,2017-02-19,0,1,0,1,0,28.0,0.46,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,34,Orthodox,0.0,"Woodbridge, Ontario Canada"
Alessio Di Chirico,2021-08-28,4,5,0,0,1,3.3,0.41,0.0,1.62,0.45,2,22,0,0,2,0,2,0,0,31,Orthodox,0.4444444444444444,Rome Italy
Alex Caceres,2021-02-27,12,10,0,0,3,4.1,0.5,0.8,0.57,0.78,4,59,0,0,3,5,1,3,0,32,Southpaw,0.5454545454545454,"Miami, Florida United States"
Alex Chambers,2015-09-05,1,1,0,0,1,28.0,0.6,1.0,1.5,0.7,1,4,0,0,0,0,0,1,0,36,Switch,0.5,Sydney Australia
Alex Garcia,2018-10-27,5,4,0,1,0,20.55555556,0.32,0.111111111,3.111111111,0.465555556,2,22,0,0,1,1,2,1,0,31,Orthodox,0.5555555555555556,"Montreal, Quebec Canada"
Alex Morono,2021-09-04,8,4,0,0,1,5.14,0.42,0.4,0.38,0.25,3,30,0,0,1,4,2,1,0,31,Orthodox,0.6666666666666666,"Houston, Texas United States"
Alex Nicholson,2017-05-28,1,2,0,1,0,38.66666667,0.446666667,0.0,0.0,0.0,1,6,0,0,0,0,1,0,0,27,Orthodox,0.3333333333333333,"Orlando, Florida USA"
Alex Oliveira,2021-10-02,11,8,0,2,0,2.97,0.51,0.5,2.27,0.37,4,44,0,0,1,3,4,3,0,33,Orthodox,0.5789473684210527,"Tres Rios, Rio de Janeiro Brazil"
Alex White,2019-10-26,4,5,0,0,1,3.76,0.42,0.5,0.92,0.28,0,22,0,0,0,2,2,0,0,31,Southpaw,0.4444444444444444,"Farmington, MO USA"
Alexa Grasso,2021-02-13,4,3,0,0,1,5.35,0.42,0.5,0.32,0.4,1,19,0,0,1,3,0,0,0,27,Orthodox,0.5714285714285714,"Guadalajara, Jalisco Mexico"
Alexander Gustafsson,2020-07-25,10,6,0,2,0,4.02,0.4,0.4,1.56,0.39,6,42,3,0,0,3,5,2,0,33,Orthodox,0.625,Stockholm Sweden
Alexander Volkanovski,2021-09-25,9,0,0,0,9,6.42,0.56,0.3,1.77,0.34,9,28,2,0,1,5,3,0,0,32,Orthodox,1.0,"Windang, NSW Australia"
Alexander Volkov,2021-06-26,7,2,0,0,2,4.88,0.59,0.2,0.66,0.7,4,28,0,0,1,2,4,0,0,32,Orthodox,0.7777777777777778,Moscow Russia
Alexander Yakovlev,2020-10-24,3,5,0,1,0,1.79,0.47,0.2,1.56,0.33,2,20,0,0,0,1,1,1,0,36,Southpaw,0.375,"Fairfield, New Jersey USA"
Alexandra Albu,2019-10-26,2,1,0,1,0,4.83,0.47,0.4,2.27,0.5,2,6,0,0,0,1,0,1,0,29,Orthodox,0.6666666666666666,Moscow Russia
Alexandre Pantoja,2021-08-21,7,3,0,0,1,4.24,0.48,1.1,1.26,0.38,3,24,0,0,1,2,2,2,0,31,Orthodox,0.7,Arraial Do Cabo Brazil
Alexis Davis,2021-06-12,9,6,0,0,1,4.55,0.47,0.7,0.94,0.42,3,40,1,0,2,5,1,1,0,36,Orthodox,0.6,"San Jose, California USA"
Ali Bagautinov,2016-11-19,4,2,0,0,1,47.83333333,0.436666667,0.333333333,2.833333333,0.355,3,20,1,0,0,3,1,0,0,31,Orthodox,0.6666666666666666,Dagestan Republic Russia
Alistair Overeem,2021-02-06,33,15,0,0,2,3.71,0.64,0.8,1.44,0.56,11,83,1,1,0,4,20,8,0,40,Orthodox,0.6875,Amsterdam The Netherlands
Aljamain Sterling,2021-03-06,11,3,0,0,5,4.84,0.49,0.9,1.77,0.24,5,36,0,0,0,6,1,4,0,31,Orthodox,0.7857142857142857,"Uniondale, New York USA"
Alptekin Ozkilic,2014-07-16,1,1,0,1,0,43.5,0.27,0.0,6.0,0.82,1,6,0,0,1,0,0,0,0,28,Orthodox,0.5,"Long Island, NY USA"
Alvaro Herrera,2018-07-28,1,2,0,2,0,6.0,0.393333333,0.333333333,0.0,0.0,1,4,0,0,0,0,1,0,0,28,Orthodox,0.3333333333333333,Guadalajara Mexico
Amanda Cooper,2018-11-10,2,3,0,1,0,24.6,0.36,0.8,0.6,0.198,1,8,1,0,0,1,1,0,0,27,Switch,0.4,"Bath, Michigan United States"
Amanda Nunes,2021-03-06,14,2,0,0,11,4.5,0.51,0.9,2.5,0.53,11,37,8,0,1,3,8,2,0,32,Orthodox,0.875,"Miami, Florida USA"
Anderson Silva,2020-10-31,31,10,0,2,0,3.04,0.62,0.8,0.52,0.77,17,91,13,0,0,8,20,3,0,45,Southpaw,0.7560975609756098,Curitiba Brazil
Andre Fili,2020-10-31,9,6,0,0,1,3.9,0.36,0.2,2.71,0.49,2,37,0,0,2,4,3,0,0,30,Orthodox,0.6,"Sacramento, California USA"
Andre Soukhamthath,2019-08-31,2,4,0,1,0,2.77,0.44,0.2,1.25,0.53,1,17,0,0,0,1,1,0,0,30,Orthodox,0.3333333333333333,
Andreas Stahl,2015-12-10,0,1,0,1,0,41.0,0.36,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,27,Orthodox,0.0,Umea Sweden
Andrei Arlovski,2021-04-17,21,18,0,1,0,3.62,0.44,0.2,0.45,0.36,6,85,5,0,1,7,11,2,0,42,Orthodox,0.5384615384615384,"Chicago, Illinois USA"
Andrew Craig,2014-06-28,3,2,0,1,0,33.8,0.49,0.0,0.6,0.232,2,13,0,0,1,1,1,0,0,28,Orthodox,0.6,"Houston, TX USA"
Andrew Holbrook,2017-09-02,2,2,0,1,0,14.0,0.5425,1.25,0.5,0.25,1,8,0,0,2,0,0,0,0,31,Southpaw,0.5,"Indianapolis, Indiana USA"
Andrew Sanchez,2021-01-23,5,3,0,0,1,4.57,0.44,0.0,2.16,0.32,2,22,0,0,0,4,1,0,0,32,Orthodox,0.625,"Fairfield, New Jersey USA"
Andy Enz,2015-01-31,0,2,0,2,0,55.5,0.24,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,23,Orthodox,0.0,"Anchorage, Alaska USA"
Andy Ogle,2014-05-31,1,3,0,2,0,29.75,0.47,0.0,1.5,0.48,1,12,0,0,0,1,0,0,0,25,Orthodox,0.25,Newcastle England
Angela Hill,2021-08-07,8,9,0,0,1,5.71,0.5,0.1,0.54,0.34,3,48,0,0,0,6,2,0,0,36,Orthodox,0.47058823529411764,"San Diego, California United States"
Angela Magana,2017-12-02,0,2,0,2,0,22.5,0.29,0.5,0.5,0.5,0,6,0,0,0,0,0,0,0,34,Orthodox,0.0,Phuket Thailand
Anna Elmose,2016-11-19,0,1,0,1,0,6.0,0.6,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,32,Orthodox,0.0,Copenhagen Denmark
Anthony Birchak,2021-04-17,2,3,0,1,0,3.93,0.36,0.5,0.48,0.14,1,7,0,0,1,0,1,0,0,34,Orthodox,0.4,"Tucson, Arizona USA"
Anthony Hamilton,2017-09-16,3,5,0,2,0,26.75,0.49375,0.0,1.125,0.26,1,13,0,0,0,1,2,0,0,37,Orthodox,0.375,"Albuquerque, New Mexico United States"
Anthony Johnson,2017-04-08,13,5,0,0,3,19.94444444,0.506111111,0.277777778,1.0,0.271111111,3,31,1,0,0,2,11,0,0,33,Orthodox,0.7222222222222222,"Boca Raton, Florida USA"
Anthony Lapsley,2014-05-10,0,1,0,1,0,8.0,0.42,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,34,Southpaw,0.0,"Indianapolis, IN USA"
Anthony Njokuani,2014-10-04,3,4,0,1,0,55.28571429,0.438571429,0.142857143,0.428571429,0.237142857,1,20,0,0,0,2,1,0,0,34,Orthodox,0.42857142857142855,"Las Vegas, Nevada USA"
Anthony Perosh,2015-11-14,5,6,0,1,0,13.18181818,0.443636364,0.454545455,0.818181818,0.168181818,3,17,0,0,0,0,2,3,0,43,Orthodox,0.45454545454545453,Sydney Australia
Anthony Pettis,2020-12-19,16,10,0,0,2,3.05,0.47,1.1,0.61,0.5,5,2,4,0,0,0,0,0,0,33,Orthodox,0.6153846153846154,"Milwaukee, Wisconsin USA"
Anthony Smith,2021-09-18,12,8,0,0,2,3.03,0.47,0.8,0.46,0.28,3,47,1,0,0,1,7,4,0,33,Orthodox,0.6,"Omaha, Nebraska USA"
Anton Zafir,2016-07-08,0,1,0,1,0,17.0,0.68,0.0,1.0,0.33,0,1,0,0,0,0,0,0,0,29,Orthodox,0.0,"Cannonvale, Queensland Australia"
Antonio Braga Neto,2017-12-09,1,1,0,1,0,11.0,0.45,0.5,2.0,0.35,1,4,0,0,0,0,0,1,0,30,Orthodox,0.5,Rio de Janeiro Brazil
Antonio Carlos Junior,2021-01-23,7,4,0,2,0,1.91,0.44,0.9,3.7,0.44,5,29,0,0,0,2,0,5,0,30,Orthodox,0.6363636363636364,"Coconut Creek, Florida United States"
Antonio Dos Santos,2015-06-20,0,1,0,1,0,37.0,0.5,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,26,Orthodox,0.0,"Salvador, Bahia Brazil"
Antonio Silva,2016-09-24,3,7,0,2,0,16.7,0.441,0.0,0.0,0.0,2,17,1,0,0,0,3,0,0,37,Orthodox,0.3,"Coconut Creek, Florida USA"
Arnold Allen,2021-04-10,7,0,0,0,7,2.96,0.4,0.4,1.44,0.5,7,21,0,0,1,4,0,2,0,27,Southpaw,1.0,"Trimley St. Martin, Suffolk England"
Artem Lobov,2018-10-27,2,4,0,2,0,56.33333333,0.376666667,0.0,0.5,0.208333333,2,20,1,0,0,2,0,0,0,32,Southpaw,0.3333333333333333,Dublin Ireland
Ashlee Evans-Smith,2020-11-28,3,4,0,1,0,4.86,0.35,0.0,1.3,0.25,2,17,0,0,1,1,1,0,0,33,Orthodox,0.42857142857142855,"Laguna Hills, California USA"
Ashley Yoder,2021-07-31,3,6,0,1,0,3.08,0.39,0.6,1.2,0.3,2,27,0,0,1,2,0,0,0,33,Southpaw,0.3333333333333333,"Temecula, California USA"
Augusto Mendes,2017-04-15,1,1,0,0,1,26.5,0.33,0.0,2.0,0.22,1,4,0,0,1,0,0,0,0,34,Orthodox,0.5,"Glendale, Arizona USA"
Augusto Montano,2016-09-17,1,1,0,1,0,25.5,0.475,0.0,0.0,0.0,1,4,0,0,0,0,1,0,0,31,Orthodox,0.5,"Mexico City, Distrito Federak Mexico"
BJ Penn,2019-05-11,12,14,0,7,0,35.96153846,0.528461538,0.461538462,1.0,0.316153846,3,74,11,0,0,1,6,4,1,40,Orthodox,0.46153846153846156,"Hilo, Hawaii USA"
Bartosz Fabinski,2021-04-17,3,2,0,2,0,2.23,0.68,0.0,7.1,0.7,3,11,0,0,0,3,0,0,0,34,Orthodox,0.6,Warsaw Poland
Bec Rawlings,2018-04-07,2,4,0,3,0,48.33333333,0.435,0.333333333,0.666666667,0.248333333,2,15,0,0,0,1,0,1,0,29,Orthodox,0.3333333333333333,Brisbane Australia
Belal Muhammad,2021-06-12,9,3,0,0,4,4.61,0.42,0.2,1.8,0.28,4,36,0,0,1,6,1,1,0,32,Orthodox,0.75,"Chicago, Illinois United States"
Ben Nguyen,2018-12-01,4,2,0,1,0,28.5,0.451666667,0.666666667,0.166666667,0.166666667,2,11,0,0,0,1,1,2,0,30,Switch,0.6666666666666666,Brisbane Australia
Ben Rothwell,2021-05-22,15,8,0,1,0,3.71,0.42,0.4,0.68,0.35,6,51,0,0,2,2,9,2,0,39,Orthodox,0.6521739130434783,"Kenosha, Wisconsin USA"
Ben Saunders,2018-11-03,9,7,0,1,0,26.0,0.541875,0.5625,0.125,0.125,3,32,0,0,1,2,3,3,0,35,Orthodox,0.5625,"Orlando, Florida USA"
Ben Wall,2014-05-10,0,1,0,1,0,1.0,0.33,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,25,Orthodox,0.0,"Brisbane, Queensland Australia"
Beneil Dariush,2021-05-15,14,4,1,0,6,3.8,0.49,1.0,2.11,0.34,6,39,0,0,2,4,3,5,0,32,Southpaw,0.7368421052631579,"Yorba Linda, California United States"
Benson Henderson,2015-11-28,10,3,0,0,1,56.92307692,0.456153846,0.769230769,2.230769231,0.432307692,7,47,5,0,3,5,0,2,0,32,Southpaw,0.7692307692307693,"Glendale, Arizona USA"
Bethe Correia,2021-10-02,5,5,1,1,0,4.37,0.43,0.0,0.39,0.18,3,30,1,0,2,2,1,0,0,38,Orthodox,0.45454545454545453,"Campina Grande, Paraiba Brazil"
Bobby Green,2021-08-07,12,8,1,1,0,5.45,0.51,0.3,1.46,0.39,8,56,0,0,2,6,1,3,0,34,Orthodox,0.5714285714285714,"Fontana, California USA"
Bobby Nash,2017-07-16,0,1,0,1,0,39.0,0.36,2.0,1.0,0.25,0,2,0,0,0,0,0,0,0,27,Orthodox,0.0,"Detroit , Michigan United States"
Bobby Voelker,2014-06-07,0,3,0,3,0,51.33333333,0.316666667,0.0,1.333333333,0.266666667,0,8,0,0,0,0,0,0,0,35,Orthodox,0.0,"Kansas City, MO USA"
Bojan Mihajlovic,2017-01-15,0,1,0,1,0,3.0,0.5,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,36,Orthodox,0.0,Odzaci Serbia
Bojan Velickovic,2017-11-18,2,3,0,1,0,34.2,0.338,0.4,0.6,0.19,1,15,0,0,0,1,1,0,0,28,Southpaw,0.4,"Denver, Colorado USA"
Brad Pickett,2017-03-18,5,8,0,2,0,31.84615385,0.305384615,0.153846154,1.461538462,0.360769231,2,30,0,0,2,1,1,1,0,38,Orthodox,0.38461538461538464,East London England
Brad Tavares,2021-07-10,13,6,0,0,1,3.18,0.42,0.0,0.91,0.27,5,52,0,0,2,9,2,0,0,33,Orthodox,0.6842105263157895,"Las Vegas, Nevada USA"
Bradley Scott,2017-08-05,3,3,0,0,1,44.83333333,0.473333333,0.5,0.333333333,0.075,1,15,1,0,1,0,0,2,0,28,Orthodox,0.5,Melksham England
Brandon Moreno,2021-06-12,6,2,2,0,3,3.44,0.39,0.8,2.05,0.47,3,29,1,0,1,2,1,2,0,27,Orthodox,0.6,Tijuana Mexico
Brandon Thatch,2016-03-05,2,2,0,2,0,20.25,0.485,0.0,0.75,0.415,2,7,0,0,0,0,2,0,0,30,Switch,0.5,"Denver, Colorado USA"
Brendan O'Reilly,2016-12-03,1,2,0,1,0,21.66666667,0.42,0.333333333,2.333333333,0.533333333,1,7,0,0,0,1,0,0,0,29,Orthodox,0.3333333333333333,Brisbane Australia
Brendan Schaub,2014-12-06,6,4,0,1,0,22.2,0.465,0.2,1.1,0.232,4,18,1,0,0,2,3,1,0,31,Orthodox,0.6,"Los Angeles, California USA"
Brett Johns,2020-07-18,4,2,0,0,1,3.3,0.48,1.0,4.29,0.52,3,16,0,0,0,2,0,2,0,28,Orthodox,0.6666666666666666,Swansea Wales
Brian Camozzi,2017-07-08,0,1,0,1,0,11.0,0.31,1.0,0.0,0.0,0,2,0,0,0,0,0,0,0,26,Orthodox,0.0,"Englewood, California USA"
Brian Ebersole,2015-06-06,5,2,0,0,1,34.14285714,0.545714286,0.142857143,1.428571429,0.188571429,4,19,0,0,2,2,1,0,0,34,Southpaw,0.7142857142857143,"Chicago, Illinois USA"
Brian Houston,2014-01-15,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,32,Orthodox,0.0,"Omaha, NE USA"
Brian Ortega,2021-09-25,7,1,0,0,1,4.15,0.38,1.2,0.87,0.24,6,25,1,0,0,1,3,3,0,30,Switch,0.875,"Los Angeles, California USA"
Brock Lesnar,2010-10-23,4,1,0,0,4,29.4,0.74,0.4,2.0,0.716,4,10,3,0,0,1,2,1,0,33,Orthodox,0.8,"Regina, Saskatchewan Canada"
Bruno Santos,2014-10-04,1,1,0,0,1,18.5,0.495,0.5,2.5,0.37,1,6,0,0,1,0,0,0,0,27,Orthodox,0.5,Bahia Brazil
Bryan Barberena,2021-07-31,6,5,0,0,1,5.26,0.48,0.4,0.21,0.25,2,28,0,0,0,2,3,1,0,32,Southpaw,0.5454545454545454,"Glendale, Arizona USA"
Bryan Caraway,2018-11-30,6,3,0,1,0,32.11111111,0.325555556,0.666666667,2.111111111,0.355555556,2,25,0,0,1,1,0,4,0,34,Orthodox,0.6666666666666666,"Las Vegas, NV USA"
Bubba McDaniel,2013-08-28,1,0,0,0,1,35.0,0.64,3.0,0.0,0.0,1,3,0,0,0,0,0,1,0,30,Southpaw,1.0,"Wichita Falls, TX USA"
CB Dollaway,2018-03-03,10,8,0,0,1,23.27777778,0.452222222,0.555555556,2.055555556,0.444444444,3,36,1,0,1,5,2,2,0,34,Orthodox,0.5555555555555556,"Tempe, Arizona USA"
CM Punk,2018-06-09,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,39,Orthodox,0.0,"Chicago, Illinois USA"
Cain Carrizosa,2015-03-21,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,28,Orthodox,0.0,"Visalia, California USA"
Cain Velasquez,2019-02-17,12,2,0,0,1,51.28571429,0.592857143,0.214285714,2.428571429,0.432857143,7,28,6,0,0,2,10,0,0,36,Orthodox,0.8571428571428571,"San Jose, California USA"
Caio Magalhaes,2016-09-10,4,2,0,1,0,17.16666667,0.485,0.833333333,0.5,0.105,4,11,0,0,0,1,2,1,0,28,Orthodox,0.6666666666666666,"Fortaleza, Ceara Brazil"
Carla Esparza,2021-05-22,8,4,0,0,4,2.34,0.43,0.3,3.53,0.37,4,35,2,1,2,4,0,1,0,33,Orthodox,0.6666666666666666,"Irvine, California United States"
Carlos Condit,2021-07-10,14,10,0,0,2,3.66,0.39,1.0,0.59,0.46,5,63,3,0,1,3,6,4,0,37,Orthodox,0.5833333333333334,"Albuquerque, New Mexico USA"
Cat Zingano,2018-12-29,3,3,0,0,1,29.66666667,0.513333333,0.666666667,2.166666667,0.558333333,2,16,1,0,0,1,2,0,0,36,Southpaw,0.5,"Denver, Colorado USA"
Cathal Pendred,2015-10-24,4,1,0,1,0,35.4,0.43,0.4,2.4,0.246,4,14,0,0,1,2,0,1,0,28,Orthodox,0.8,Dublin Ireland
Cesar Arzamendia,2016-07-30,0,1,0,1,0,16.0,0.34,0.0,3.0,0.75,0,1,0,0,0,0,0,0,0,25,Orthodox,0.0,Asuncion Paraguay
Cezar Ferreira,2019-07-13,9,5,0,1,0,1.9,0.42,0.5,2.69,0.53,3,31,0,0,2,4,0,3,0,34,Southpaw,0.6428571428571429,"Miami, Florida United States"
Chad Laprise,2018-12-08,6,3,0,1,0,44.66666667,0.442222222,0.0,0.666666667,0.285555556,3,19,1,0,1,2,3,0,0,32,Orthodox,0.6666666666666666,"Chatham, Ontario Canada"
Chad Mendes,2018-12-29,9,4,0,0,1,27.15384615,0.577692308,0.153846154,1.846153846,0.260769231,5,26,3,0,0,3,6,0,0,33,Orthodox,0.6923076923076923,"Sacramento, California USA"
Chan Sung Jung,2021-06-19,6,5,0,1,0,4.07,0.43,0.7,0.82,0.47,3,29,1,0,0,0,4,2,0,34,Orthodox,0.5454545454545454,Seoul South Korea
Charles Oliveira,2021-05-15,18,8,0,0,8,3.26,0.52,2.7,2.64,0.44,8,51,0,0,0,2,2,14,0,31,Orthodox,0.6923076923076923,"Houston , Texas USA"
Charles Rosa,2021-06-26,4,5,0,1,0,3.11,0.37,1.0,1.76,0.32,1,25,0,0,1,1,0,2,0,34,Switch,0.4444444444444444,"Coconut Creek, Florida USA"
Charlie Brenneman,2014-11-08,4,6,0,4,0,12.5,0.488,0.0,2.1,0.309,2,20,0,0,0,4,0,0,0,33,Orthodox,0.4,"Whippany, NJ USA"
Chas Skelly,2019-09-14,6,4,0,2,0,2.02,0.4,2.4,1.71,0.34,4,22,0,0,0,1,1,4,0,34,Orthodox,0.6,"Arlington, Texas United States"
Chase Sherman,2021-08-21,3,6,0,1,0,6.24,0.45,0.0,0.0,0.0,2,22,0,0,0,1,2,0,0,31,Orthodox,0.3333333333333333,"D'Iberville, Mississippi USA"
Chico Camus,2015-09-26,3,4,0,1,0,34.14285714,0.461428571,0.428571429,0.857142857,0.355714286,1,21,0,0,1,2,0,0,0,30,Orthodox,0.42857142857142855,"Milwaukee, Wisconsin USA"
Chris Avila,2016-11-05,0,1,0,1,0,42.0,0.32,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,23,Orthodox,0.0,"Stockton, California USA"
Chris Beal,2016-06-18,2,2,0,2,0,37.5,0.3575,0.25,1.75,0.4375,2,11,0,0,0,1,1,0,0,30,Orthodox,0.5,"Ventura, California USA"
Chris Camozzi,2017-05-28,9,9,0,2,0,43.88888889,0.487222222,0.333333333,0.222222222,0.097222222,4,46,0,0,2,4,1,1,1,30,Orthodox,0.5,"Lakewood, Colorado USA"
Chris Cariaso,2015-10-03,7,5,0,2,0,46.16666667,0.418333333,0.5,0.833333333,0.325833333,3,34,1,0,2,4,1,0,0,34,Southpaw,0.5833333333333334,"Tucson, Arizona USA"
Chris Clements,2015-04-25,2,2,0,0,1,37.0,0.59,0.0,0.0,0.0,1,9,0,0,1,0,1,0,0,39,Orthodox,0.5,"London, Ontario Canada"
Chris Dempsey,2016-02-27,1,2,0,1,0,15.0,0.17,0.0,1.0,0.083333333,1,5,0,0,1,0,0,0,0,28,Orthodox,0.3333333333333333,"Lower Burrell, Pennsylvania USA"
Chris Gruetzemacher,2021-07-31,3,3,0,1,0,6.93,0.56,0.0,0.0,0.0,2,12,0,0,0,1,2,0,0,35,Orthodox,0.5,"Surprise, Arizona United States"
Chris Holdsworth,2014-05-24,1,0,0,0,1,15.0,0.3,1.0,1.0,0.5,1,2,1,0,0,0,0,1,0,26,Orthodox,1.0,"Sacramento, CA USA"
Chris Indich,2014-06-28,0,1,0,1,0,12.0,0.24,2.0,0.0,0.0,0,3,0,0,0,0,0,0,0,27,Orthodox,0.0,"Perth, Western Australia Australia"
Chris Kelades,2016-04-23,2,1,0,0,1,34.66666667,0.453333333,0.333333333,1.0,0.17,1,9,0,0,1,1,0,0,0,35,Orthodox,0.6666666666666666,"Cole Harbour, Nova Scotia Canada"
Chris Wade,2017-07-22,4,2,0,2,0,19.0,0.396666667,0.666666667,1.833333333,0.501666667,4,14,0,0,0,2,0,2,0,29,Orthodox,0.6666666666666666,"Islip, New York USA"
Chris Weidman,2021-04-24,11,5,0,0,1,3.03,0.43,0.9,3.92,0.47,9,39,5,0,0,4,4,3,0,36,Orthodox,0.6875,"Baldwin, New York United States"
Chris de la Rocha,2018-06-09,0,2,0,2,0,20.0,0.235,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,39,Orthodox,0.0,"Washougal, WA USA"
Christian Colombo,2016-11-19,0,1,0,1,0,76.0,0.47,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,36,Orthodox,0.0,Copenhagen Denmark
Christos Giagos,2021-09-18,5,4,0,0,2,2.88,0.41,0.5,3.31,0.41,2,21,0,0,0,3,0,2,0,31,Orthodox,0.5555555555555556,"Hawthorne, California USA"
Claudia Gadelha,2020-11-07,7,4,0,0,2,3.4,0.41,0.7,3.13,0.45,2,33,1,0,2,4,0,1,0,31,Orthodox,0.6363636363636364,Rio de Janeiro Brazil
Claudio Puelles,2021-06-05,2,1,0,0,2,1.76,0.47,0.9,3.35,0.47,2,8,0,0,0,1,0,1,0,25,Southpaw,0.6666666666666666,Lima Peru
Claudio Silva,2021-05-22,5,1,0,1,0,2.81,0.41,1.3,2.63,0.25,5,14,0,0,1,1,0,3,0,38,Southpaw,0.8333333333333334,Rio de Janeiro Brazil
Clay Collard,2015-09-05,1,2,0,1,0,54.66666667,0.283333333,0.666666667,3.333333333,0.413333333,1,9,0,0,0,1,0,0,0,22,Orthodox,0.3333333333333333,"Castle Dale, Utah USA"
Clay Guida,2021-08-21,18,15,0,0,1,2.53,0.34,0.7,3.24,0.38,4,90,0,0,3,9,2,4,0,39,Orthodox,0.5454545454545454,"Johnsburg, Illinois USA"
Clint Hester,2016-04-23,4,2,0,2,0,41.33333333,0.446666667,0.0,0.833333333,0.476666667,4,15,0,0,1,1,1,0,1,29,Orthodox,0.6666666666666666,"Atlanta, GA USA"
