,Winner,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_age,B_age
2198,Red,1,0,0,19.55555556,0.476666667,0.333333333,1.222222222,0.136666667,5,2,15,0,0,0,2,4,1,0,7,Southpaw,185.42,195.58,5,0,0,33.19047619,0.656190476,0.285714286,0.142857143,0.142857143,16,5,52,13,0,0,2,11,3,0,16,Southpaw,187.96,195.58,41,33
2199,Red,0,2,0,27.0,0.5095,0.55,1.05,0.197,4,9,44,0,0,2,3,6,0,0,11,Orthodox,182.88,187.96,0,1,0,22.71428571,0.56,0.857142857,1.428571429,0.385714286,5,1,13,0,0,0,1,2,3,0,6,Orthodox,185.42,182.88,37,36
2200,Red,0,2,0,32.0,0.636666667,0.0,0.0,0.0,2,1,5,0,0,0,1,1,0,0,2,Switch,180.34,195.58,1,0,0,34.72727273,0.451818182,0.363636364,1.363636364,0.3,5,3,23,1,0,0,1,3,3,1,8,Orthodox,187.96,193.04,37,32
2201,Red,0,3,0,28.28,0.3596,1.44,1.24,0.4396,7,8,59,0,0,2,6,3,6,0,17,Southpaw,172.72,180.34,1,0,0,40.5625,0.503125,0.5625,1.0,0.21875,4,4,31,0,0,0,4,5,3,0,12,Southpaw,175.26,182.88,28,33
2202,Blue,1,0,0,48.66666667,0.373333333,0.0,1.666666667,0.333333333,1,2,7,0,0,0,0,1,0,0,1,Orthodox,180.34,182.88,0,2,0,28.0,0.4675,0.75,0.75,0.395,2,1,10,0,0,0,1,1,1,0,3,Orthodox,190.5,198.12,26,28
2203,Red,0,1,0,9.0,0.4325,0.75,1.5,0.265,1,2,7,0,0,0,0,0,2,0,2,Southpaw,177.8,180.34,0,2,0,24.42857143,0.385714286,0.428571429,4.142857143,0.458571429,2,2,17,0,0,0,3,0,2,0,5,Southpaw,162.56,165.1,32,27
2204,Blue,0,1,0,16.0,0.51,1.0,2.333333333,0.533333333,1,1,6,0,0,0,1,0,1,0,2,Orthodox,177.8,177.8,0,2,0,41.88235294,0.532352941,1.176470588,3.470588235,0.368823529,4,6,46,0,0,2,6,2,1,0,11,Orthodox,172.72,172.72,32,25
2205,Red,2,0,0,18.83333333,0.34,0.666666667,1.0,0.083333333,1,5,16,1,0,1,0,0,0,0,1,Orthodox,175.26,182.88,1,0,0,58.0,0.37,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,182.88,177.8,27,33
2206,Red,0,1,0,14.25,0.445,1.125,2.25,0.42,1,4,17,0,0,1,1,1,1,0,4,Orthodox,180.34,187.96,0,1,0,55.66666667,0.406666667,0.333333333,3.166666667,0.398333333,4,1,20,0,0,0,5,0,0,0,5,Southpaw,185.42,187.96,33,38
2207,Blue,1,0,0,31.75,0.38,1.0,1.25,0.375,3,1,11,1,0,0,0,1,2,0,3,Orthodox,170.18,182.88,0,2,0,47.75,0.4475,1.0,3.166666667,0.463333333,7,3,29,1,0,2,4,1,2,0,9,Orthodox,167.64,167.64,30,29
2208,Blue,0,1,0,16.33333333,0.53,1.666666667,0.666666667,0.666666667,1,1,6,0,0,0,0,0,2,0,2,Orthodox,162.56,165.1,0,1,0,65.0,0.48,0.0,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,165.1,167.64,23,32
2209,Blue,1,0,0,38.33333333,0.306666667,0.333333333,0.0,0.0,5,1,12,0,0,0,3,0,2,0,5,Orthodox,190.5,193.04,0,3,0,25.88888889,0.376666667,0.333333333,1.444444444,0.581111111,3,3,18,0,0,0,1,3,1,0,6,Orthodox,172.72,177.8,33,29
2212,Red,2,0,0,48.66666667,0.533333333,0.0,0.0,0.0,1,2,7,0,0,0,1,0,0,0,1,Orthodox,160.02,162.56,0,2,0,59.44444444,0.588888889,0.555555556,1.666666667,0.564444444,3,3,18,0,0,1,2,1,2,0,6,Orthodox,154.94,157.48,25,32
2213,Red,0,1,0,103.0,0.56,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,0,1,0,15.85714286,0.445714286,1.857142857,1.0,0.318571429,4,2,15,0,0,0,1,1,3,0,5,Orthodox,180.34,182.88,31,30
2215,Red,1,0,0,47.0,0.4825,0.25,0.25,0.0825,2,2,9,0,0,0,1,0,1,0,2,Orthodox,167.64,162.56,1,0,0,66.5,0.4875,0.0,0.75,0.29,3,1,12,0,0,0,3,0,0,0,3,Orthodox,154.94,152.4,27,27
2216,Blue,2,0,0,8.5,0.465,0.0,0.0,0.0,0,2,4,1,0,0,0,0,0,0,0,Southpaw,185.42,193.04,1,0,0,6.0,0.42,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,32,26
2217,Red,0,4,0,29.0,0.5,1.0,2.0,0.79,4,0,8,1,0,0,2,2,0,0,4,Orthodox,167.64,175.26,0,1,0,49.0,0.533333333,0.0,2.666666667,0.62,1,1,11,0,0,1,1,0,0,0,2,Southpaw,165.1,167.64,28,27
2218,Blue,0,2,0,56.5,0.509166667,0.583333333,1.25,0.4125,3,4,33,0,0,0,5,2,1,0,8,Orthodox,180.34,187.96,0,4,0,43.86956522,0.493478261,0.434782609,0.739130435,0.323913043,8,4,48,1,0,0,6,8,5,0,19,Orthodox,185.42,185.42,33,32
2219,Blue,0,4,0,17.5,0.5925,0.25,0.0,0.0,4,0,6,0,0,0,0,2,1,1,4,Orthodox,193.04,210.82,3,0,0,22.23809524,0.463333333,0.238095238,0.142857143,0.119047619,7,7,40,5,0,1,2,9,2,0,14,Orthodox,190.5,195.58,37,30
2220,Blue,0,2,0,54.33333333,0.433333333,1.666666667,1.666666667,0.266666667,2,1,9,0,0,1,1,0,0,0,2,Orthodox,177.8,180.34,1,0,0,47.4,0.462,0.8,0.6,0.288666667,2,8,41,0,0,2,3,0,2,0,7,Southpaw,177.8,185.42,28,24
2221,Blue,0,3,0,28.66666667,0.537777778,0.111111111,0.0,0.0,3,3,16,0,0,0,1,4,1,0,6,Southpaw,187.96,190.5,0,1,0,23.36363636,0.523636364,0.636363636,1.409090909,0.452272727,4,9,45,1,0,0,4,6,3,0,13,Orthodox,182.88,187.96,37,30
2222,Red,1,0,0,39.0,0.52,1.4,2.6,0.626,4,1,14,0,0,0,1,1,2,0,4,Orthodox,170.18,180.34,1,0,0,47.88888889,0.443333333,0.222222222,1.222222222,0.255555556,7,2,23,0,0,1,4,1,1,0,7,Orthodox,165.1,167.64,34,27
2225,Red,0,1,0,63.0,0.435,0.0,2.0,0.495,1,1,6,0,0,1,0,0,0,0,1,Orthodox,182.88,187.96,0,1,0,6.0,0.695,0.5,0.5,0.25,1,1,2,0,0,0,0,0,1,0,1,Orthodox,185.42,185.42,30,27
2228,Red,1,0,0,14.0,0.26,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,1,0,0,10.0,0.33,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,187.96,187.96,26,27
2229,Red,4,0,0,37.86956522,0.550434783,0.52173913,1.130434783,0.357391304,3,11,68,11,0,0,1,6,4,1,12,Orthodox,175.26,177.8,0,5,0,57.4,0.456,1.4,1.6,0.61,5,0,16,1,0,2,2,1,0,0,5,Orthodox,180.34,180.34,24,38
2230,Red,1,0,0,30.0,0.36,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,1,0,0,21.13636364,0.433636364,1.227272727,1.227272727,0.397727273,3,9,43,0,0,0,1,4,7,1,13,Orthodox,177.8,180.34,32,24
2231,Blue,1,0,0,27.63636364,0.606363636,0.818181818,0.181818182,0.181818182,3,4,22,0,0,1,1,2,3,0,7,Orthodox,187.96,195.58,0,1,0,66.0,0.372727273,0.545454545,2.0,0.28,3,4,30,1,0,1,4,0,2,0,7,Orthodox,180.34,190.5,32,33
2232,Blue,0,2,0,57.0,0.411428571,0.714285714,1.285714286,0.325714286,2,2,20,0,0,0,5,0,0,0,5,Orthodox,167.64,175.26,2,0,0,30.66666667,0.403333333,0.666666667,0.444444444,0.161111111,2,4,25,1,0,1,0,1,3,0,5,Orthodox,167.64,167.64,32,23
2234,Blue,1,0,0,11.0,0.28,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,2,0,0,60.4,0.452,0.2,2.0,0.342,3,2,15,0,0,1,2,0,0,0,3,Orthodox,167.64,167.64,36,33
2235,Red,2,0,0,18.0,0.3925,0.0,2.5,0.1975,1,3,11,0,0,0,1,0,0,0,1,Orthodox,190.5,195.58,1,0,0,10.33333333,0.446666667,1.0,1.666666667,0.273333333,2,1,5,0,0,0,0,1,1,0,2,Orthodox,187.96,203.2,39,26
2236,Red,0,1,0,49.5,0.43,0.25,1.0,0.1875,1,2,10,0,0,0,1,1,0,0,2,Southpaw,182.88,180.34,0,1,0,25.4,0.356,1.0,1.0,0.33,1,3,11,0,0,0,0,0,2,0,2,Orthodox,182.88,185.42,27,28
2237,Blue,2,0,0,57.5,0.525,1.0,0.5,0.25,0,2,6,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,2,0,0,54.0,0.3,0.0,0.5,0.5,0,2,6,0,0,0,0,0,0,0,0,Orthodox,170.18,162.56,31,31
2238,Red,1,0,0,59.0,0.35,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,193.04,198.12,1,0,0,21.0,0.322,0.2,0.0,0.0,1,4,10,0,0,0,0,1,0,0,1,Southpaw,195.58,195.58,33,27
2239,Blue,1,0,0,50.0,0.4,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,1,0,0,3.0,0.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,36,38
2240,Blue,1,0,0,13.0,0.33,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,1,0,0,14.0,0.41,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Switch,187.96,187.96,34,31
2241,Red,1,0,0,15.85714286,0.492857143,0.714285714,1.142857143,0.392857143,6,1,10,7,0,0,0,3,3,0,6,Orthodox,170.18,172.72,0,4,0,23.85714286,0.59,0.571428571,0.857142857,0.26,4,1,11,1,0,0,1,3,2,0,6,Orthodox,172.72,175.26,28,29
2242,Blue,0,5,0,31.4,0.378,0.0,0.8,0.166,5,0,9,0,0,0,1,4,0,0,5,Orthodox,172.72,165.1,0,5,0,75.0,0.462,0.2,4.6,0.52,5,0,21,4,0,1,3,1,0,0,5,Orthodox,172.72,172.72,31,25
2243,Red,0,6,0,57.25,0.409166667,0.5,0.416666667,0.166666667,6,2,29,0,0,1,3,5,1,0,10,Orthodox,160.02,170.18,0,1,0,72.33333333,0.390833333,0.916666667,1.333333333,0.329166667,4,3,36,5,0,0,3,5,1,0,9,Orthodox,167.64,170.18,30,26
2244,Red,1,0,0,62.0,0.4375,0.25,0.25,0.0825,1,2,14,0,0,0,2,0,0,0,2,Switch,177.8,177.8,0,2,0,23.0625,0.535625,0.5,2.125,0.450625,4,4,39,0,0,1,6,4,1,0,12,Southpaw,187.96,193.04,35,30
2245,Blue,1,0,0,15.8,0.542,2.0,3.0,0.714,3,2,13,0,0,0,1,0,2,0,3,Orthodox,162.56,160.02,1,0,0,53.14285714,0.525714286,2.142857143,1.714285714,0.385714286,4,2,17,0,0,0,2,2,1,0,5,Orthodox,175.26,172.72,25,23
2246,Blue,1,0,0,48.93333333,0.441333333,0.2,2.266666667,0.443333333,7,4,40,0,0,1,5,4,1,0,11,Orthodox,190.5,203.2,2,0,0,45.82352941,0.533529412,0.352941176,3.235294118,0.314117647,6,5,46,3,1,2,4,5,0,0,12,Southpaw,175.26,175.26,33,29
2247,Red,0,1,0,10.0,0.71,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,Southpaw,182.88,187.96,0,1,0,22.83333333,0.416666667,0.666666667,3.166666667,0.425,1,3,16,1,0,0,1,0,2,0,3,Orthodox,187.96,200.66,26,23
2248,Blue,1,0,0,24.4,0.348,0.0,3.8,0.512,2,2,13,0,0,1,1,1,0,0,3,Orthodox,175.26,182.88,1,0,0,22.0,0.395882353,0.823529412,0.941176471,0.222941176,4,7,35,0,0,1,2,5,2,0,10,Orthodox,182.88,187.96,41,29
2250,Blue,0,1,0,47.0,0.78,4.0,3.0,1.0,1,0,3,0,0,0,0,0,1,0,1,Orthodox,160.02,157.48,0,1,0,47.2,0.486,0.8,1.6,0.264,3,1,16,0,0,0,1,2,1,0,4,Orthodox,162.56,165.1,22,30
2251,Blue,0,2,0,11.0,0.56,1.5,0.5,0.5,2,0,2,0,0,0,0,0,2,0,2,Switch,187.96,187.96,0,1,0,22.0,0.6425,0.5,1.0,0.55,2,1,8,0,0,0,1,1,1,0,3,Orthodox,182.88,180.34,20,24
2252,Red,1,0,0,33.0,0.308333333,0.166666667,1.5,0.3075,2,7,27,0,0,2,1,1,1,0,5,Orthodox,167.64,172.72,2,0,0,40.93333333,0.45,0.533333333,1.4,0.270666667,4,6,47,4,0,0,3,0,6,0,9,Orthodox,167.64,170.18,37,38
2253,Red,0,2,0,60.5,0.52,0.0,0.0,0.0,2,0,4,0,0,0,0,2,0,0,2,Orthodox,177.8,180.34,0,2,0,43.14285714,0.55,0.0,0.142857143,0.142857143,2,2,13,0,0,0,2,3,0,0,5,Southpaw,182.88,185.42,35,25
2255,Blue,3,0,0,56.0,0.373333333,0.0,1.0,0.466666667,0,3,9,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,3,0,0,30.73684211,0.32,1.263157895,0.421052632,0.181578947,2,9,42,0,0,0,2,1,7,0,10,Orthodox,185.42,187.96,32,35
2256,Blue,0,2,0,17.83333333,0.603333333,0.333333333,3.5,0.553333333,3,1,14,0,0,0,1,2,2,0,5,Orthodox,180.34,182.88,0,2,0,75.75,0.505,0.25,0.5,0.3325,2,1,11,0,0,0,1,1,1,0,3,Southpaw,182.88,182.88,27,28
2257,Blue,0,1,0,43.0,0.34,1.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,180.34,182.88,1,0,0,19.2,0.466,0.2,0.0,0.0,1,3,10,0,0,0,0,1,1,0,2,Switch,177.8,180.34,28,26
2258,Red,0,1,0,54.0,0.53,0.666666667,2.0,0.576666667,1,1,9,0,0,0,1,0,1,0,2,Orthodox,175.26,175.26,0,1,0,54.0,0.35,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,167.64,177.8,31,33
2260,Red,1,0,0,46.15384615,0.38,0.076923077,1.230769231,0.328461538,5,5,34,0,0,3,4,1,0,0,8,Orthodox,170.18,172.72,0,1,0,39.0,0.265555556,0.0,0.222222222,0.147777778,2,5,22,1,0,1,0,3,0,0,4,Orthodox,170.18,175.26,32,33
2261,Red,1,0,0,15.0,0.386666667,0.0,2.666666667,0.366666667,2,1,7,0,0,0,0,2,0,0,2,Orthodox,160.02,165.1,1,0,0,5.0,0.38,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,157.48,162.56,30,37
2262,Blue,1,0,0,8.0,0.57,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,1,0,0,31.0,0.31,0.5,1.0,0.35,1,1,6,0,0,0,1,0,0,0,1,Southpaw,182.88,193.04,27,32
2263,Red,0,1,0,31.2,0.467,0.4,0.6,0.066,5,4,25,3,0,1,0,2,3,0,6,Orthodox,177.8,182.88,0,9,0,64.33333333,0.426,0.466666667,0.133333333,0.133333333,9,3,37,0,0,1,4,5,2,0,12,Orthodox,180.34,175.26,25,29
2264,Red,2,0,0,33.68181818,0.559090909,1.045454545,1.045454545,0.395909091,7,9,50,0,0,0,2,9,2,0,13,Orthodox,182.88,190.5,0,3,0,43.0,0.496818182,0.454545455,0.772727273,0.338636364,8,4,45,1,0,0,6,7,5,0,18,Orthodox,185.42,185.42,33,35
2265,Red,0,3,0,10.66666667,0.64,0.0,0.0,0.0,3,0,3,0,0,0,0,3,0,0,3,Orthodox,177.8,177.8,0,2,0,49.0,0.463636364,0.181818182,0.636363636,0.454545455,6,3,32,0,0,0,4,4,0,0,8,Orthodox,172.72,177.8,33,25
2266,Blue,0,1,0,50.66666667,0.433333333,0.222222222,1.0,0.351111111,5,2,24,1,0,2,2,1,2,0,7,Southpaw,175.26,180.34,1,0,0,37.0,0.4525,0.25,1.75,0.2375,3,1,12,0,0,0,2,1,0,0,3,Orthodox,180.34,187.96,37,25
2268,Blue,0,3,0,33.33333333,0.593333333,0.666666667,2.333333333,0.526666667,3,0,6,0,0,0,0,1,2,0,3,Orthodox,190.5,195.58,0,5,0,31.375,0.60875,0.625,0.0,0.0,5,2,12,0,0,0,0,3,3,0,6,Orthodox,190.5,195.58,24,29
2269,Red,0,2,0,27.57142857,0.318571429,0.142857143,0.714285714,0.05,2,4,14,0,0,0,1,1,1,0,3,Southpaw,172.72,177.8,0,1,0,36.83333333,0.531666667,0.5,2.833333333,0.331666667,3,2,17,1,0,0,1,0,3,0,4,Southpaw,175.26,177.8,27,28
2271,Blue,1,0,0,14.0,0.41,2.0,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,170.18,175.26,1,0,0,28.16666667,0.435,1.333333333,0.833333333,0.31,4,2,12,0,0,0,1,0,3,0,4,Southpaw,165.1,165.1,32,29
2272,Blue,1,0,0,40.0,0.36,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,0,1,0,60.91666667,0.46,0.0,0.0,0.0,3,5,29,0,0,1,3,3,0,0,7,Orthodox,172.72,172.72,31,24
2273,Blue,0,3,0,23.875,0.37125,0.125,3.5,0.45625,3,2,21,0,0,0,4,1,0,1,6,Orthodox,172.72,185.42,0,2,0,26.75,0.48,0.0,2.25,0.3825,2,1,8,0,0,1,0,2,0,0,3,Orthodox,180.34,180.34,31,30
2274,Blue,2,0,0,45.25,0.45,0.125,2.125,0.27875,2,4,24,0,0,2,0,2,0,0,4,Orthodox,165.1,165.1,2,0,0,30.5,0.443333333,0.166666667,3.666666667,0.343333333,2,3,18,0,0,0,3,0,0,0,3,Southpaw,162.56,162.56,33,27
2275,Red,0,2,0,39.33333333,0.436666667,0.0,0.333333333,0.04,2,1,7,0,0,1,1,0,0,0,2,Orthodox,190.5,193.04,0,4,0,21.88888889,0.596666667,0.0,0.333333333,0.277777778,4,2,15,0,0,1,0,6,0,0,7,Orthodox,190.5,200.66,31,35
2276,Red,0,1,0,33.33333333,0.596666667,0.0,1.333333333,0.263333333,1,3,11,0,0,0,1,2,0,0,3,Orthodox,195.58,193.04,0,3,0,23.0,0.456666667,0.0,0.0,0.0,3,0,5,0,0,0,0,2,0,1,3,Orthodox,193.04,210.82,30,36
2277,Red,2,0,0,49.16666667,0.48,0.333333333,0.0,0.0,2,4,12,0,0,0,0,2,0,0,2,Orthodox,185.42,187.96,1,0,0,62.0,0.467142857,0.0,3.428571429,0.525714286,3,2,19,1,0,0,4,1,0,0,5,Orthodox,190.5,200.66,27,33
2282,Red,0,2,0,40.57142857,0.562857143,0.857142857,1.285714286,0.244285714,2,3,17,0,0,1,3,0,0,0,4,Orthodox,190.5,190.5,0,1,0,31.0,0.72,0.0,6.0,0.5,1,0,3,1,0,0,1,0,0,0,1,Orthodox,185.42,187.96,28,35
2284,Blue,0,1,0,48.0,0.41,0.0,1.0,1.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,177.8,185.42,0,1,0,14.0,0.605,0.5,0.5,0.125,1,1,4,0,0,0,0,1,0,0,1,Orthodox,180.34,185.42,27,23
2287,Red,3,0,0,56.33333333,0.498333333,1.166666667,3.166666667,0.583333333,2,4,16,0,0,0,2,0,0,0,2,Southpaw,170.18,167.64,0,10,0,63.71428571,0.534285714,0.428571429,4.214285714,0.416428571,10,2,51,10,0,1,6,2,3,0,12,Orthodox,160.02,167.64,30,29
2288,Red,1,0,0,46.6,0.438,0.2,2.0,0.514,4,1,13,1,0,1,3,0,0,0,4,Orthodox,162.56,162.56,0,5,0,45.69230769,0.357692308,0.307692308,1.076923077,0.216153846,5,2,33,2,0,0,7,3,1,0,11,Southpaw,162.56,165.1,32,29
2289,Blue,0,1,0,57.63636364,0.492727273,0.636363636,1.363636364,0.45,3,4,32,0,0,0,5,1,1,0,7,Orthodox,180.34,187.96,0,1,0,21.88235294,0.407058824,0.235294118,1.294117647,0.4,6,7,36,0,0,1,2,5,1,1,10,Orthodox,175.26,180.34,31,32
2290,Blue,0,1,0,18.5,0.645,0.0,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,Switch,180.34,195.58,0,1,0,56.5,0.255,0.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,Southpaw,185.42,190.5,22,32
2291,Red,0,1,0,36.6,0.404,0.8,0.8,0.398,3,1,12,1,0,1,2,0,1,0,4,Orthodox,167.64,172.72,0,1,0,19.5,0.478333333,0.166666667,1.666666667,0.408333333,1,3,12,1,0,1,1,1,0,0,3,Orthodox,167.64,167.64,36,32
2292,Red,0,1,0,19.5,0.32,0.25,0.25,0.25,1,2,8,0,0,1,0,1,0,0,2,Orthodox,165.1,172.72,0,1,0,8.0,0.72,2.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,170.18,177.8,22,27
2293,Blue,0,1,0,23.0,0.56,1.0,1.0,0.33,1,0,3,1,0,0,1,0,0,0,1,Southpaw,177.8,180.34,0,1,0,26.58823529,0.368235294,0.588235294,2.294117647,0.444117647,8,7,48,2,0,3,6,1,0,0,10,Orthodox,175.26,177.8,37,31
2295,Red,1,0,0,21.66666667,0.42,0.333333333,2.333333333,0.533333333,1,2,7,0,0,0,1,0,0,0,1,Orthodox,170.18,175.26,2,0,0,51.0,0.435,0.0,1.0,0.33,0,2,6,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,28,29
2297,Blue,1,0,0,31.66666667,0.446666667,0.333333333,0.666666667,0.133333333,1,2,7,0,0,0,1,0,0,0,1,Orthodox,193.04,193.04,2,0,0,51.0,0.415,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,30,28
2298,Blue,1,0,0,14.0,0.7,1.0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,0,1,0,61.0,0.57,0.0,0.0,0.0,1,0,3,0,1,0,0,0,0,0,1,Orthodox,187.96,187.96,32,26
2299,Red,0,5,0,19.625,0.48,0.375,1.375,0.15375,5,1,14,0,0,0,2,4,1,0,7,Southpaw,185.42,195.58,0,5,0,53.77777778,0.434444444,0.0,0.444444444,0.333333333,5,2,22,1,0,0,4,3,0,0,7,Orthodox,182.88,185.42,25,32
2300,Blue,1,0,0,11.0,0.585,1.0,0.0,0.0,1,1,4,0,0,1,0,0,0,0,1,Southpaw,180.34,177.8,1,0,0,32.16666667,0.428333333,0.666666667,1.166666667,0.281666667,2,2,12,0,0,0,0,0,3,1,4,Orthodox,180.34,185.42,22,30
2301,Blue,2,0,0,28.33333333,0.401666667,0.333333333,1.666666667,0.361666667,2,3,12,0,0,0,1,2,0,0,3,Orthodox,182.88,185.42,2,0,0,31.0,0.55,0.363636364,1.0,0.348181818,3,5,22,0,0,1,0,3,2,0,6,Southpaw,185.42,193.04,36,29
2304,Blue,1,0,0,17.0,0.16,0.0,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,152.4,152.4,1,0,0,73.66666667,0.43,0.333333333,0.0,0.0,1,2,9,0,0,0,1,0,0,0,1,Southpaw,157.48,157.48,29,27
2305,Red,1,0,0,43.17647059,0.487647059,0.352941176,0.235294118,0.102941176,4,8,43,0,0,2,4,1,1,1,9,Orthodox,187.96,193.04,0,2,0,37.6,0.406,0.2,1.2,0.176,2,1,11,0,0,0,2,1,1,0,4,Southpaw,182.88,177.8,39,30
2306,Red,1,0,0,40.83333333,0.403333333,0.833333333,0.5,0.1,1,3,16,0,0,0,1,1,1,0,3,Orthodox,180.34,185.42,0,1,0,18.5,0.56,0.5,0.5,0.165,1,1,4,0,0,0,0,1,0,0,1,Orthodox,177.8,172.72,31,32
2307,Blue,1,0,0,16.0,0.69,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Switch,190.5,190.5,1,0,0,55.8,0.506,0.0,1.2,0.176,1,3,13,0,0,0,2,0,0,0,2,Orthodox,182.88,185.42,27,29
2308,Red,1,0,0,20.0,0.46,0.666666667,0.666666667,0.5,1,2,8,0,0,0,0,1,0,0,1,Orthodox,165.1,167.64,1,0,0,14.0,0.52,1.0,0.0,0.0,2,1,4,0,0,0,0,1,1,0,2,Switch,165.1,165.1,28,26
2309,Blue,0,1,0,52.0,0.495,0.5,0.5,0.25,1,1,6,0,0,1,0,0,0,0,1,Orthodox,177.8,180.34,0,1,0,31.2,0.44,0.2,0.2,0.066,1,2,10,0,0,0,0,2,1,0,3,Switch,182.88,190.5,26,24
2310,Red,1,0,0,33.33333333,0.403333333,0.333333333,1.333333333,0.553333333,2,1,8,1,0,0,1,1,0,0,2,Southpaw,162.56,162.56,1,0,0,24.33333333,0.433333333,1.333333333,0.666666667,0.386666667,1,2,8,0,0,0,0,0,1,0,1,Switch,172.72,177.8,23,34
2312,Red,0,1,0,28.88888889,0.326666667,0.222222222,0.111111111,0.111111111,2,4,19,0,0,1,1,3,0,0,5,Southpaw,187.96,190.5,0,1,0,25.84210526,0.371578947,0.263157895,2.157894737,0.256842105,5,5,44,1,0,1,8,4,1,0,14,Orthodox,187.96,187.96,33,40
2313,Red,1,0,0,79.0,0.34,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,1,0,0,41.8,0.454,0.0,0.0,0.0,4,1,8,0,0,0,1,3,0,0,4,Southpaw,170.18,177.8,25,25
2314,Red,0,2,0,43.75,0.55,0.25,0.5,0.25,2,2,8,0,0,0,0,1,1,0,2,Orthodox,170.18,170.18,1,0,0,67.75,0.415,0.75,5.0,0.64,1,2,14,1,0,0,2,0,0,0,2,Orthodox,162.56,160.02,27,29
2315,Blue,0,4,0,34.5,0.47,0.0,1.0,0.318333333,4,1,15,0,0,1,3,1,0,0,5,Southpaw,185.42,195.58,0,1,0,25.5625,0.408125,1.0,1.875,0.305,5,5,42,1,0,1,3,2,5,0,11,Orthodox,185.42,198.12,35,27
2316,Blue,0,3,0,34.66666667,0.593333333,0.333333333,5.666666667,0.586666667,3,0,8,1,0,0,2,0,1,0,3,Switch,182.88,193.04,1,0,0,32.8,0.488,1.0,1.0,0.464,4,1,12,1,0,0,1,0,3,0,4,Orthodox,180.34,182.88,25,29
