,Winner,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_age,B_age
135,Red,3,0,0,3.58,0.42,0.6,0.0,0.0,1,3,7,0,0,0,0,1,0,0,1,Orthodox,170.18,172.72,1,0,0,3.11,0.37,1.0,1.76,0.32,1,5,25,0,0,1,1,0,2,0,4,Switch,175.26,175.26,34,31
136,Blue,2,0,0,2.99,0.46,0.2,0.68,0.6,2,4,16,0,0,1,0,2,0,0,3,Orthodox,175.26,177.8,3,0,0,4.05,0.35,0.5,0.12,0.25,3,7,31,0,0,1,1,3,3,0,8,Orthodox,177.8,190.5,33,34
137,Red,0,1,0,3.82,0.46,0.4,1.38,0.25,6,2,26,0,0,2,2,2,2,0,8,Orthodox,170.18,180.34,1,0,0,4.07,0.43,0.7,0.82,0.47,3,5,29,1,0,0,0,4,2,0,6,Orthodox,170.18,182.88,34,29
138,Blue,0,2,0,3.85,0.5,0.2,2.83,0.63,2,2,11,0,1,0,0,1,1,0,3,Orthodox,190.5,198.12,2,0,0,3.55,0.5,2.2,2.16,0.46,2,6,22,0,0,1,0,1,6,0,8,Orthodox,187.96,203.2,43,26
139,Red,0,3,0,4.21,0.47,0.2,2.07,0.46,3,3,17,0,0,1,1,2,0,0,4,Orthodox,172.72,175.26,1,0,0,3.91,0.5,1.3,0.88,0.42,5,6,38,0,0,0,1,5,4,0,10,Switch,172.72,177.8,28,35
140,Blue,0,2,0,3.31,0.41,0.0,1.0,0.57,2,2,12,0,0,0,2,0,0,0,2,Orthodox,182.88,187.96,0,2,0,5.1,0.47,0.9,1.29,0.54,2,4,18,0,0,1,0,2,1,0,4,Southpaw,185.42,187.96,31,28
141,Blue,0,0,0,4.0,0.73,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,1,0,0,2.44,0.42,0.8,2.31,0.22,1,2,7,0,0,0,1,0,0,0,1,Orthodox,182.88,182.88,24,31
142,Red,1,0,0,3.12,0.39,0.6,1.26,0.34,3,6,21,0,0,2,1,1,0,0,4,Orthodox,187.96,190.5,2,0,0,3.68,0.54,1.4,1.52,0.44,7,12,61,0,0,0,2,11,2,0,15,Orthodox,182.88,190.5,40,32
143,Blue,1,0,0,2.73,0.37,0.0,0.5,0.2,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,198.12,1,0,0,4.78,0.59,0.0,0.59,0.25,2,1,8,0,0,0,1,1,0,0,2,Orthodox,185.42,187.96,25,26
144,Blue,1,0,0,2.65,0.46,1.9,2.5,0.53,2,2,9,0,0,0,0,0,2,0,2,Orthodox,160.02,162.56,0,1,0,2.08,0.59,1.2,2.4,0.4,1,0,3,0,0,0,1,0,0,0,1,Orthodox,154.94,157.48,27,33
145,Red,0,2,0,6.11,0.48,0.5,0.99,1.0,2,0,4,0,0,0,1,1,0,0,2,Switch,185.42,190.5,1,0,0,5.2,0.38,0.0,0.0,0.0,2,1,5,0,0,0,0,2,0,0,2,Orthodox,182.88,195.58,27,28
146,Red,2,0,0,3.28,0.53,0.4,0.38,0.5,0,2,5,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,1,0,0,6.53,0.5,0.4,0.43,0.14,2,1,5,0,0,0,0,2,0,0,2,Orthodox,193.04,200.66,31,35
147,Blue,1,0,0,4.39,0.42,0.3,0.66,0.13,2,3,18,0,0,2,1,0,0,0,3,Southpaw,182.88,177.8,1,0,0,3.9,0.37,0.7,0.23,0.5,3,2,15,0,0,2,0,2,0,0,4,Southpaw,172.72,175.26,32,32
148,Red,0,1,0,5.64,0.58,0.3,3.15,0.47,1,1,6,0,0,0,1,0,0,0,1,Orthodox,162.56,170.18,0,1,0,5.56,0.6,2.1,3.47,0.62,1,0,2,0,0,0,0,1,0,0,1,Orthodox,167.64,175.26,23,25
149,Red,0,5,1,3.88,0.43,0.7,2.24,0.47,5,2,30,0,0,0,5,0,2,0,7,Southpaw,182.88,187.96,1,0,0,3.94,0.5,0.2,0.0,0.0,9,1,33,5,0,1,4,4,0,0,9,Switch,193.04,203.2,31,27
150,Blue,0,3,2,3.44,0.39,0.8,2.05,0.47,3,2,29,1,0,1,2,1,2,0,6,Orthodox,170.18,177.8,0,5,1,3.24,0.56,2.1,1.54,0.52,5,1,25,3,0,1,1,4,3,0,9,Orthodox,165.1,172.72,33,27
151,Red,1,0,0,4.51,0.45,1.3,1.1,0.3,5,11,72,1,0,1,3,4,11,0,19,Southpaw,182.88,193.04,0,8,0,2.62,0.49,0.3,1.48,0.35,8,2,40,0,0,1,6,2,1,0,10,Southpaw,187.96,187.96,29,36
152,Blue,0,4,0,4.61,0.42,0.2,1.8,0.28,4,3,36,0,0,1,6,1,1,0,9,Orthodox,180.34,182.88,1,0,0,1.8,0.43,1.0,2.49,0.24,7,10,86,2,1,1,8,1,11,0,22,Southpaw,185.42,182.88,43,32
153,Red,0,3,0,7.5,0.52,0.0,0.0,0.0,3,0,8,0,0,0,1,2,0,0,3,Southpaw,193.04,200.66,0,3,1,2.59,0.51,1.9,2.06,0.25,2,4,21,0,0,0,0,1,5,0,6,Orthodox,190.5,193.04,33,30
154,Blue,0,3,0,4.75,0.53,0.0,2.0,0.42,3,0,9,0,0,1,2,0,0,0,3,Orthodox,170.18,180.34,1,0,0,4.38,0.4,0.1,0.82,0.18,3,6,33,0,0,0,3,6,1,0,10,Southpaw,172.72,177.8,32,29
155,Red,1,0,0,2.98,0.45,0.1,1.56,0.41,3,5,25,0,0,1,1,2,1,0,5,Orthodox,182.88,187.96,1,0,0,3.2,0.47,0.1,1.47,0.32,2,5,29,0,0,1,1,3,0,0,5,Southpaw,185.42,190.5,34,30
156,Red,0,1,0,6.75,0.5,0.4,1.62,0.55,2,5,28,0,0,1,4,1,1,0,7,Orthodox,167.64,165.1,0,4,0,3.95,0.4,0.1,1.16,0.34,4,4,29,0,0,2,1,2,1,0,6,Orthodox,165.1,170.18,37,35
157,Red,0,5,0,4.72,0.46,0.0,0.0,0.0,5,1,16,0,0,3,1,1,0,0,5,Orthodox,172.72,185.42,0,4,0,4.32,0.44,0.4,4.0,0.47,4,0,12,0,0,1,3,0,0,0,4,Orthodox,170.18,182.88,27,29
158,Red,0,1,0,4.55,0.47,0.7,0.94,0.42,3,6,40,1,0,2,5,1,1,0,9,Orthodox,167.64,172.72,0,3,0,5.71,0.49,0.2,0.18,0.14,3,2,14,0,0,0,3,0,0,0,3,Orthodox,170.18,167.64,29,36
159,Blue,1,0,0,1.73,0.57,0.0,4.33,0.33,0,1,2,0,0,0,0,0,0,0,0,Switch,177.8,185.42,1,0,1,2.73,0.37,1.1,2.58,0.37,2,2,15,0,0,1,1,0,1,0,3,Orthodox,175.26,180.34,31,26
160,Blue,0,1,0,4.43,0.37,0.6,1.87,0.3,1,4,17,0,0,1,0,1,0,0,2,Orthodox,177.8,177.8,0,1,0,3.87,0.46,2.2,0.96,0.18,2,1,10,0,0,0,1,1,1,0,3,Southpaw,185.42,187.96,21,31
161,Red,0,1,0,2.26,0.37,0.7,0.67,0.08,1,1,3,0,0,0,0,1,0,0,1,Orthodox,172.72,185.42,0,1,0,2.13,0.39,0.0,0.33,0.11,1,1,6,0,0,0,1,0,0,0,1,Orthodox,185.42,190.5,24,25
162,Red,0,1,0,5.52,0.42,0.3,0.48,0.21,1,4,18,0,0,1,2,1,0,0,4,Orthodox,190.5,198.12,0,2,0,4.88,0.46,0.0,0.0,0.0,2,1,9,0,0,1,1,0,0,0,2,Orthodox,182.88,190.5,26,32
163,Red,1,0,0,5.1,0.48,0.0,0.14,0.5,5,1,17,0,0,2,0,3,0,0,5,Orthodox,190.5,195.58,1,0,0,3.15,0.49,0.0,0.0,0.0,4,2,17,0,0,0,0,5,0,0,5,Orthodox,187.96,198.12,33,30
164,Blue,0,4,0,3.63,0.5,0.1,1.67,0.45,4,5,36,0,0,0,5,3,0,0,8,Orthodox,190.5,198.12,2,0,0,3.05,0.39,0.1,0.29,0.28,3,8,26,0,0,0,0,6,0,0,6,Southpaw,195.58,195.58,37,35
165,Red,2,0,0,3.64,0.33,0.0,0.8,0.4,2,2,12,0,0,0,2,0,0,0,2,Orthodox,185.42,180.34,1,0,0,2.36,0.48,1.5,2.74,0.52,2,1,7,0,0,1,0,1,0,0,2,Orthodox,187.96,193.04,32,28
166,Red,0,4,0,5.3,0.49,0.9,0.57,0.4,4,0,9,0,0,0,1,2,1,0,4,Orthodox,187.96,187.96,1,0,0,4.65,0.4,0.0,0.46,0.36,7,3,26,0,0,0,4,5,0,0,9,Orthodox,182.88,185.42,34,28
167,Blue,1,0,0,4.91,0.48,0.0,2.6,0.5,0,1,1,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,1,0,0,5.71,0.54,0.0,0.35,0.05,2,1,6,0,0,0,1,1,0,0,2,Orthodox,185.42,187.96,27,29
168,Red,1,0,0,2.76,0.33,0.5,0.23,0.25,2,3,12,0,0,0,1,0,1,0,2,Orthodox,167.64,170.18,1,0,1,2.87,0.37,1.1,2.25,0.31,3,2,18,0,0,0,1,0,3,0,4,Orthodox,170.18,172.72,26,27
169,Blue,3,0,0,1.84,0.39,0.4,2.02,0.34,3,6,25,0,0,0,2,3,2,0,7,Orthodox,177.8,185.42,1,0,0,4.21,0.52,0.0,0.0,0.0,2,2,12,0,0,0,1,2,0,0,3,Orthodox,187.96,190.5,29,37
170,Blue,0,4,0,3.13,0.48,0.0,1.12,0.38,4,1,11,0,0,1,1,2,0,0,4,Orthodox,180.34,177.8,0,3,0,3.08,0.43,0.5,1.03,0.45,7,6,56,0,0,1,8,5,2,0,16,Southpaw,175.26,177.8,42,36
171,Blue,1,0,0,3.27,0.52,1.8,1.18,0.4,0,1,3,0,0,0,0,0,0,0,0,Switch,177.8,190.5,1,0,0,1.4,0.43,1.1,3.61,0.4,3,3,20,0,0,1,1,1,3,0,6,Southpaw,177.8,182.88,32,27
172,Red,0,0,0,2.13,0.18,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,154.94,154.94,0,1,0,8.0,0.5,0.0,1.75,1.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,170.18,165.1,31,26
173,Red,2,0,0,2.51,0.5,1.2,2.33,0.29,3,2,15,0,0,0,3,0,0,0,3,Switch,177.8,182.88,1,0,0,5.27,0.43,0.6,0.0,0.0,2,1,8,0,0,0,1,1,0,0,2,Orthodox,187.96,198.12,28,24
174,Red,0,2,0,1.33,0.6,0.8,3.06,0.4,2,0,2,0,0,0,0,1,1,0,2,Southpaw,175.26,180.34,0,2,0,1.76,0.47,0.9,3.35,0.47,2,1,8,0,0,0,1,0,1,0,2,Southpaw,177.8,182.88,25,26
175,Red,0,1,0,3.17,0.38,0.0,1.05,0.32,6,3,20,3,0,0,2,5,0,0,7,Orthodox,172.72,165.1,0,3,0,5.58,0.43,0.6,1.2,0.4,3,3,22,0,0,0,2,5,1,0,8,Orthodox,172.72,180.34,33,29
176,Blue,0,4,0,2.34,0.43,0.3,3.53,0.37,4,4,35,2,1,2,4,0,1,0,8,Orthodox,154.94,160.02,0,6,0,5.95,0.42,0.0,0.92,0.75,6,0,18,0,0,0,6,0,0,0,6,Orthodox,165.1,160.02,31,33
177,Blue,1,0,0,5.59,0.49,0.0,0.53,1.0,1,1,3,0,0,0,0,1,0,0,1,Orthodox,193.04,203.2,1,0,0,5.15,0.55,0.0,0.0,0.0,1,2,5,0,0,0,0,1,0,0,1,Southpaw,182.88,187.96,27,29
178,Blue,0,1,0,4.98,0.53,0.0,1.79,0.4,1,1,4,0,0,0,1,0,0,0,1,Orthodox,170.18,170.18,1,0,0,3.05,0.44,0.2,0.48,0.1,1,2,10,1,0,0,0,1,1,0,2,Orthodox,167.64,172.72,30,30
179,Red,0,1,0,6.37,0.53,0.0,0.5,0.28,1,2,9,0,0,0,1,0,0,0,1,Switch,182.88,185.42,1,0,0,3.1,0.41,0.7,3.08,0.58,3,2,15,0,0,1,2,1,1,0,5,Orthodox,175.26,182.88,25,31
180,Red,1,0,0,3.46,0.49,0.7,2.97,0.4,5,1,10,0,0,1,0,3,1,0,5,Orthodox,187.96,187.96,1,0,0,4.86,0.45,0.6,2.09,0.36,4,4,26,0,0,0,2,3,3,0,8,Orthodox,185.42,195.58,32,23
181,Red,0,0,0,4.64,0.38,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,190.5,1,0,0,3.71,0.42,0.4,0.68,0.35,6,8,51,0,0,2,2,9,2,0,15,Orthodox,193.04,198.12,39,34
182,Red,1,0,0,2.81,0.41,1.3,2.63,0.25,5,1,14,0,0,1,1,0,3,0,5,Southpaw,180.34,180.34,3,0,0,4.76,0.36,0.4,1.68,0.23,3,9,48,0,0,1,5,0,2,0,8,Orthodox,180.34,190.5,36,38
183,Red,1,0,0,1.59,0.37,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Switch,165.1,170.18,0,1,0,2.98,0.46,0.0,2.89,0.31,1,2,11,0,0,0,0,1,0,0,1,Orthodox,162.56,165.1,31,28
184,Red,0,0,0,1.13,0.26,0.0,2.0,0.14,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,1,0,1,2.92,0.43,0.4,0.0,0.0,0,1,5,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,26,27
186,Blue,0,3,0,3.75,0.43,0.0,1.75,0.36,3,0,9,0,0,0,3,0,0,0,3,Orthodox,177.8,187.96,0,1,0,2.01,0.46,1.3,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,172.72,172.72,30,30
187,Red,0,3,0,4.49,0.5,1.6,2.03,0.41,3,0,4,0,0,0,0,2,1,0,3,Orthodox,172.72,180.34,0,8,0,3.26,0.52,2.7,2.64,0.44,8,8,51,0,0,0,2,2,14,0,18,Orthodox,177.8,187.96,31,35
188,Blue,0,6,1,3.8,0.49,1.0,2.11,0.34,6,4,39,0,0,2,4,3,5,0,14,Southpaw,177.8,182.88,2,0,0,5.15,0.45,1.1,0.42,0.42,12,3,43,2,0,1,3,5,6,0,15,Orthodox,180.34,193.04,37,32
189,Blue,2,0,0,2.82,0.53,1.2,1.68,0.43,3,2,10,0,0,1,0,1,1,0,3,Orthodox,165.1,170.18,0,1,0,4.23,0.38,1.0,0.39,0.33,4,3,14,0,0,2,1,0,2,0,5,Orthodox,172.72,177.8,31,29
190,Red,0,2,0,5.14,0.47,0.3,2.1,0.6,2,1,15,0,0,0,3,1,0,0,4,Orthodox,162.56,172.72,0,1,0,4.57,0.35,0.4,0.25,0.15,3,4,34,1,0,1,7,0,0,0,8,Orthodox,175.26,172.72,32,34
191,Blue,0,1,0,4.16,0.44,0.1,0.42,0.44,4,9,61,0,1,1,6,7,0,0,15,Orthodox,180.34,190.5,1,0,0,7.29,0.49,0.1,0.27,1.0,3,2,22,0,0,1,2,2,1,0,6,Orthodox,180.34,190.5,30,35
192,Blue,0,4,0,2.16,0.58,2.3,3.12,0.4,4,0,8,0,0,0,2,0,2,0,4,Southpaw,185.42,198.12,3,0,0,2.53,0.47,1.3,2.57,0.39,8,8,62,0,0,0,4,5,10,0,19,Orthodox,185.42,182.88,41,31
193,Red,1,0,0,2.14,0.45,0.4,3.78,0.26,1,1,5,0,0,0,0,1,0,0,1,Orthodox,170.18,182.88,1,0,2,4.67,0.44,0.3,1.12,0.4,1,5,25,0,0,0,1,1,1,0,3,Orthodox,175.26,180.34,29,34
194,Red,1,0,0,2.87,0.55,0.4,1.44,0.4,1,3,9,0,0,0,0,1,0,0,1,Orthodox,187.96,203.2,1,0,0,7.13,0.6,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,187.96,195.58,29,32
195,Red,0,1,0,3.87,0.56,0.6,0.57,0.6,2,2,15,0,0,0,1,2,1,0,4,Southpaw,172.72,170.18,3,0,0,5.48,0.5,0.9,1.95,0.52,3,3,18,0,0,0,3,0,0,0,3,Orthodox,167.64,175.26,32,36
196,Blue,0,1,0,3.81,0.4,0.0,0.0,0.0,1,3,9,0,0,0,0,1,0,0,1,Orthodox,170.18,165.1,0,1,0,3.43,0.49,0.3,4.7,0.58,1,4,12,0,0,0,1,1,0,0,2,Southpaw,167.64,172.72,32,32
197,Blue,0,2,0,5.09,0.52,0.3,2.33,0.63,2,0,6,0,0,0,2,0,0,0,2,Orthodox,172.72,182.88,3,0,0,3.96,0.4,0.0,0.16,0.16,3,3,16,0,0,1,2,0,0,0,3,Orthodox,170.18,185.42,32,26
198,Red,3,0,0,3.49,0.61,0.0,1.08,0.42,0,3,8,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,0,1,0,2.93,0.41,0.5,3.38,0.41,2,4,19,0,0,0,3,0,1,0,4,Orthodox,177.8,180.34,31,31
199,Red,0,1,0,3.57,0.48,0.8,1.4,0.32,4,4,36,0,0,2,2,0,4,0,8,Orthodox,160.02,157.48,0,1,2,4.89,0.48,0.1,0.28,0.33,2,1,18,0,0,0,2,2,0,0,4,Orthodox,167.64,165.1,34,35
200,Blue,1,0,0,5.05,0.42,0.4,0.43,0.25,3,4,29,0,0,1,4,1,1,0,7,Orthodox,180.34,182.88,4,0,0,4.43,0.46,1.2,1.18,0.33,8,15,103,1,0,0,9,10,10,0,29,Orthodox,185.42,185.42,38,30
201,Red,1,0,0,4.42,0.48,0.2,0.6,0.5,6,1,15,0,0,0,1,4,1,0,6,Southpaw,180.34,190.5,1,0,0,3.67,0.46,0.3,2.44,0.42,7,7,66,0,0,1,10,5,1,0,17,Orthodox,190.5,203.2,33,30
202,Blue,1,0,0,3.24,0.54,0.6,1.14,0.66,2,6,18,0,0,0,1,4,1,0,6,Orthodox,185.42,190.5,1,0,0,3.28,0.45,0.4,0.0,0.0,3,3,13,0,0,1,0,1,2,0,4,Orthodox,200.66,203.2,34,35
203,Blue,1,0,0,3.74,0.52,0.8,6.86,0.48,6,1,12,0,0,0,1,3,2,0,6,Orthodox,170.18,180.34,1,0,0,4.7,0.37,0.8,0.81,0.24,6,3,24,0,0,0,3,3,2,0,8,Orthodox,175.26,187.96,36,34
204,Red,0,1,0,3.23,0.53,1.2,1.75,0.29,1,1,9,0,0,0,2,0,0,0,2,Southpaw,190.5,193.04,0,3,0,3.44,0.58,0.4,2.7,0.38,3,1,7,0,1,0,0,2,0,0,3,Orthodox,182.88,195.58,32,28
205,Blue,1,0,0,3.22,0.53,0.9,0.29,0.5,2,1,8,0,0,2,0,0,0,0,2,Orthodox,180.34,180.34,0,1,0,3.32,0.54,0.0,3.69,0.57,1,0,1,0,0,0,0,1,0,0,1,Southpaw,170.18,182.88,26,29
206,Red,0,2,0,6.08,0.51,0.0,0.41,0.25,2,0,5,0,0,0,1,1,0,0,2,Orthodox,182.88,195.58,0,2,0,4.37,0.47,0.6,3.02,0.57,2,1,8,0,0,0,2,0,0,0,2,Orthodox,177.8,185.42,30,26
207,Blue,0,0,0,1.74,0.38,5.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,1,0,0,2.54,0.37,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,0,1,Switch,175.26,182.88,29,33
208,Blue,0,1,0,7.19,0.52,0.0,0.98,1.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,190.5,203.2,2,0,0,4.77,0.5,0.4,0.36,0.28,6,2,17,2,0,1,1,3,1,0,6,Southpaw,193.04,195.58,31,28
209,Red,0,2,0,4.63,0.5,0.5,1.08,0.51,6,10,72,0,0,1,9,5,2,0,17,Orthodox,172.72,177.8,0,5,0,3.55,0.44,0.0,0.38,0.33,5,1,16,0,0,2,2,1,0,0,5,Orthodox,182.88,187.96,32,37
210,Red,0,3,0,2.94,0.41,0.1,1.16,0.34,5,4,35,0,0,2,6,1,0,0,9,Southpaw,185.42,195.58,0,3,0,5.14,0.39,0.4,1.14,0.6,3,3,30,0,0,2,3,3,1,0,9,Orthodox,185.42,193.04,30,31
211,Red,1,0,1,4.03,0.46,0.0,2.8,0.44,3,2,23,0,0,2,3,0,0,0,5,Orthodox,167.64,162.56,0,5,0,4.02,0.39,0.4,7.38,0.43,5,2,21,0,0,0,5,0,0,0,5,Orthodox,167.64,172.72,30,31
212,Blue,0,1,0,5.52,0.5,0.0,10.61,0.83,1,0,1,0,0,0,0,1,0,0,1,Orthodox,157.48,157.48,3,0,1,2.87,0.42,0.2,1.2,0.28,1,9,42,0,0,2,3,0,1,0,6,Orthodox,162.56,160.02,35,28
213,Blue,2,0,0,3.87,0.4,0.6,4.07,0.58,1,2,8,0,0,0,0,0,1,0,1,Switch,175.26,182.88,1,0,0,5.63,0.56,0.4,2.66,0.77,1,1,5,0,0,0,1,0,0,0,1,Orthodox,170.18,175.26,26,30
214,Blue,1,0,0,4.8,0.51,1.6,0.0,0.0,2,1,7,0,0,0,2,0,0,0,2,Orthodox,167.64,175.26,1,0,0,2.83,0.57,0.0,0.92,0.57,2,2,11,0,0,0,2,1,0,0,3,Orthodox,172.72,170.18,32,27
215,Red,1,0,0,3.45,0.54,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,0,1,0,5.27,0.58,0.0,1.5,0.37,1,1,9,0,0,1,1,0,0,0,2,Orthodox,154.94,154.94,25,28
216,Red,1,0,0,4.31,0.49,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Switch,193.04,198.12,1,0,0,4.8,0.52,0.0,0.75,0.5,0,1,1,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,32,29
217,Blue,1,0,0,2.15,0.51,0.8,2.0,0.23,1,2,9,0,0,1,0,0,0,0,1,Orthodox,172.72,175.26,1,0,0,6.61,0.52,0.2,0.71,0.3,2,4,14,0,0,0,1,2,1,0,4,Southpaw,167.64,170.18,35,27
218,Red,1,0,0,4.22,0.48,0.3,1.54,0.59,4,8,70,1,0,1,8,7,1,0,17,Orthodox,180.34,187.96,0,13,0,4.63,0.54,0.1,3.27,0.48,13,0,46,4,0,0,9,3,1,0,13,Switch,182.88,193.04,33,36
219,Blue,0,1,0,4.13,0.4,0.8,1.89,0.53,3,3,28,4,0,1,2,1,3,0,7,Orthodox,165.1,165.1,0,5,0,6.36,0.45,0.5,1.24,0.23,5,0,13,2,0,1,2,1,1,0,5,Switch,162.56,160.02,31,28
220,Red,0,1,0,6.15,0.5,0.4,2.97,0.55,4,6,40,3,0,1,5,4,2,0,12,Orthodox,154.94,157.48,0,6,0,3.02,0.51,0.4,2.64,0.63,6,2,40,6,0,1,4,2,2,0,9,Southpaw,165.1,167.64,33,29
221,Red,0,1,0,3.03,0.43,0.9,3.92,0.47,9,5,39,5,0,0,4,4,3,0,11,Orthodox,187.96,198.12,0,3,0,3.34,0.51,0.2,0.67,0.38,3,7,36,0,0,1,1,7,0,0,9,Orthodox,182.88,200.66,36,36
222,Red,0,2,0,4.26,0.56,2.1,4.97,0.8,3,1,8,0,0,0,0,3,2,0,5,Orthodox,187.96,187.96,0,1,0,3.0,0.47,0.7,0.47,0.28,3,8,46,1,0,0,1,6,4,0,11,Orthodox,193.04,193.04,32,25
223,Blue,1,0,0,3.72,0.47,0.7,0.98,0.46,2,4,25,0,0,0,2,2,2,0,6,Orthodox,190.5,198.12,1,0,0,2.86,0.5,0.6,2.37,0.37,4,7,43,0,0,1,3,4,3,0,11,Orthodox,180.34,193.04,33,30
224,Red,1,0,0,1.83,0.5,0.5,2.0,0.33,0,1,3,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,1,0,0,3.36,0.36,0.0,0.5,1.0,2,2,10,0,0,1,0,2,0,0,3,Switch,185.42,193.04,36,29
225,Blue,1,0,0,3.35,0.58,2.1,1.73,0.5,4,1,9,0,0,0,1,1,2,0,4,Orthodox,187.96,190.5,1,0,0,2.87,0.51,0.7,0.92,0.57,2,3,14,0,0,1,1,1,2,0,5,Southpaw,185.42,187.96,30,25
226,Red,0,1,0,2.77,0.47,0.5,0.5,0.14,1,0,3,0,0,0,1,0,0,0,1,Orthodox,177.8,172.72,0,0,0,1.73,0.57,1.0,1.0,0.2,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,30,35
227,Red,1,0,0,2.63,0.24,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,0,1,0,5.78,0.39,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,170.18,177.8,31,28
228,Red,0,0,0,2.8,0.4,0.0,3.0,0.75,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,2,0,0,3.85,0.53,0.4,0.44,0.25,0,2,4,0,0,0,0,0,0,0,0,Southpaw,172.72,180.34,35,21
229,Blue,0,1,0,8.83,0.47,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,175.26,0,0,0,7.73,0.44,0.0,3.0,0.75,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,27,23
230,Blue,1,0,0,5.22,0.44,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,157.48,154.94,0,0,0,2.94,0.7,2.3,6.96,0.75,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,24,28
231,Red,0,1,0,3.52,0.42,0.1,1.16,0.37,5,6,47,1,0,3,3,3,2,0,11,Southpaw,175.26,180.34,0,2,0,4.68,0.41,0.0,0.64,0.34,9,3,45,2,0,1,7,5,0,0,13,Orthodox,182.88,185.42,30,29
232,Red,0,1,0,6.0,0.45,0.0,0.0,0.0,2,5,19,0,0,0,1,2,0,0,3,Orthodox,193.04,198.12,1,0,0,3.62,0.44,0.2,0.45,0.36,6,18,85,5,0,1,7,11,2,0,21,Orthodox,190.5,195.58,42,31
233,Blue,1,0,0,1.76,0.47,2.0,7.84,0.33,0,1,1,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,2,0,0,3.71,0.47,0.0,0.53,0.28,3,3,11,0,0,0,0,4,0,0,4,Orthodox,177.8,185.42,35,25
234,Red,1,0,0,4.51,0.48,0.1,0.87,0.33,2,3,18,0,0,0,3,0,0,0,3,Orthodox,165.1,162.56,0,3,0,3.85,0.55,0.2,3.0,0.46,3,0,9,0,0,0,3,0,0,0,3,Orthodox,165.1,165.1,27,33
235,Red,1,0,0,3.96,0.43,0.0,3.0,0.39,1,1,6,0,0,0,1,0,0,0,1,Switch,175.26,182.88,1,0,0,3.66,0.46,1.2,1.17,0.33,2,3,19,0,0,0,2,1,1,0,4,Southpaw,190.5,190.5,27,31
237,Red,0,0,0,2.67,0.54,0.0,3.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,157.48,154.94,3,0,0,2.4,0.33,0.6,1.5,0.23,2,4,21,1,0,1,0,1,2,0,4,Orthodox,165.1,170.18,38,27
